trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,material,impact_intensity
3346850,JP,JP,SANDC,CONST,27347.04,312131.0,1.0,1.0,312131.0,11.413703
3346826,JP,JP,STONE,CONST,13798.59,130901.0,1.0,1.0,130901.0,9.486549
3349177,JP,JP,NONME,CONST,40935.26,124471.0,1.0,1.0,124471.0,3.040679
3346845,JP,JP,SANDC,NONME,10140.24,115738.0,1.0,1.0,115738.0,11.413734
3346841,JP,JP,SANDC,GLASS,5867.71,66972.0,1.0,1.0,66972.0,11.413652
3349220,JP,JP,BASIC,BASIC,75825.49,43083.0,1.0,1.0,43083.0,0.568186
3349787,JP,JP,MOTO1,MOTO1,114154.69,34503.0,1.0,1.0,34503.0,0.302248
3346823,JP,JP,STONE,NONME,3103.4,29441.0,1.0,1.0,29441.0,9.486692
3346835,JP,JP,SANDC,COKEO,2429.78,27733.0,1.0,1.0,27733.0,11.413791
3347668,JP,JP,COKEO,BASIC,6489.89,26451.0,1.0,1.0,26451.0,4.075724
3349504,JP,JP,FABRI,CONST,66581.37,20509.0,1.0,1.0,20509.0,0.308029
3348985,JP,JP,GLASS,MOTO1,4887.94,16314.0,1.0,1.0,16314.0,3.337602
3349224,JP,JP,BASIC,FABRI,25151.38,14291.0,1.0,1.0,14291.0,0.568199
3348586,JP,JP,PLAST,RUBBE,34201.71,11149.0,1.0,1.0,11149.0,0.325978
3348987,JP,JP,GLASS,FURNI,3129.75,10446.0,1.0,1.0,10446.0,3.337647
3349232,JP,JP,BASIC,CONST,17850.4,10142.0,1.0,1.0,10142.0,0.568167
3352049,JP,JP,LANDT,CONST,82339.24,9813.0,1.0,1.0,9813.0,0.119178
3347014,JP,JP,FOOD5,FOOD5,42207.66,9428.0,1.0,1.0,9428.0,0.223372
3349150,JP,JP,NONME,BASIC,3029.49,9212.0,1.0,1.0,9212.0,3.040776
3351716,JP,JP,WHOLE,WHOLE,58126.43,8936.0,1.0,1.0,8936.0,0.153734
3347483,JP,JP,PAPER,PAPER,24595.89,8859.0,1.0,1.0,8859.0,0.360182
3349082,JP,JP,CEMEN,NONME,4363.49,8806.0,1.0,1.0,8806.0,2.018109
3348906,JP,JP,RUBBE,RUBBE,24678.36,8796.0,1.0,1.0,8796.0,0.356426
3349389,JP,JP,FOUND,MOTO1,13262.03,8453.0,1.0,1.0,8453.0,0.637384
3349009,JP,JP,GLASS,PRIVA,2359.97,7877.0,1.0,1.0,7877.0,3.337754
3349229,JP,JP,BASIC,MOTO1,12678.84,7204.0,1.0,1.0,7204.0,0.568191
3346822,JP,JP,STONE,CEMEN,747.91,7095.0,1.0,1.0,7095.0,9.486436
3349033,JP,JP,CERAM,CONST,7043.88,6733.0,1.0,1.0,6733.0,0.955865
3353326,JP,JP,RESEA,MOTO1,32671.33,6267.0,1.0,1.0,6267.0,0.19182
3346814,JP,JP,STONE,COKEO,639.77,6069.0,1.0,1.0,6069.0,9.486222
3346967,JP,JP,PROCE,FOOD5,18938.7,5945.0,1.0,1.0,5945.0,0.313908
3349002,JP,JP,GLASS,RESEA,1768.26,5902.0,1.0,1.0,5902.0,3.337744
3349316,JP,JP,COPP1,COPP1,4968.18,5839.0,1.0,1.0,5839.0,1.175279
3347781,JP,JP,MOTOR,LANDT,35898.76,5825.0,1.0,1.0,5825.0,0.162262
3349892,JP,JP,FURNI,CONST,12188.92,5785.0,1.0,1.0,5785.0,0.474611
3346858,JP,JP,CHEMI,PAPER,776.21,5364.0,1.0,1.0,5364.0,6.910501
3347484,JP,JP,PAPER,PRINT,14630.94,5270.0,1.0,1.0,5270.0,0.360196
3346842,JP,JP,SANDC,CERAM,446.74,5099.0,1.0,1.0,5099.0,11.413798
3349875,JP,JP,FURNI,FURNI,10718.62,5087.0,1.0,1.0,5087.0,0.474595
3353324,JP,JP,RESEA,RADIO,26036.96,4994.0,1.0,1.0,4994.0,0.191804
3349192,JP,JP,NONME,PRIVA,1394.59,4241.0,1.0,1.0,4241.0,3.041037
3353301,JP,JP,RESEA,PLAST,22043.4,4228.0,1.0,1.0,4228.0,0.191803
3349909,JP,JP,FURNI,RESEA,8763.2,4159.0,1.0,1.0,4159.0,0.474598
3349152,JP,JP,NONME,ALUM1,1357.21,4127.0,1.0,1.0,4127.0,3.040797
3353304,JP,JP,RESEA,CHEM1,21125.58,4052.0,1.0,1.0,4052.0,0.191805
3353322,JP,JP,RESEA,OFFIC,20591.22,3950.0,1.0,1.0,3950.0,0.191829
3348975,JP,JP,GLASS,GLASS,1148.73,3834.0,1.0,1.0,3834.0,3.337599
3346808,JP,JP,NONFE,NONF1,8101.29,3674.0,1.0,1.0,3674.0,0.453508
3348960,JP,JP,GLASS,BEVER,1060.31,3539.0,1.0,1.0,3539.0,3.337703
3348988,JP,JP,GLASS,CONST,1033.29,3449.0,1.0,1.0,3449.0,3.337882
3346474,JP,JP,PADDY,PROCE,15539.67,3333.0,1.0,1.0,3333.0,0.214483
3348031,JP,JP,GASDI,CONST,20473.89,3322.0,1.0,1.0,3322.0,0.162255
3349149,JP,JP,NONME,NONME,1062.43,3231.0,1.0,1.0,3231.0,3.041142
3347102,JP,JP,TEXTI,TEXTI,15172.25,2925.0,1.0,1.0,2925.0,0.192786
3347419,JP,JP,WOODW,CONST,18078.95,2922.0,1.0,1.0,2922.0,0.161624
3348920,JP,JP,RUBBE,OFFIC,7469.09,2662.0,1.0,1.0,2662.0,0.356402
3348784,JP,JP,CHEM1,CHEM1,14423.36,2626.0,1.0,1.0,2626.0,0.182066
3347575,JP,JP,PRINT,PRINT,13452.42,2614.0,1.0,1.0,2614.0,0.194314
3349529,JP,JP,OFFIC,OFFIC,11983.93,2524.0,1.0,1.0,2524.0,0.210615
3347103,JP,JP,TEXTI,WEARI,13080.06,2522.0,1.0,1.0,2522.0,0.192813
3348983,JP,JP,GLASS,RADIO,745.09,2487.0,1.0,1.0,2487.0,3.337852
3349661,JP,JP,RADIO,RADIO,11556.98,2465.0,1.0,1.0,2465.0,0.213291
3349231,JP,JP,BASIC,FURNI,4289.37,2437.0,1.0,1.0,2437.0,0.568149
3347651,JP,JP,PRINT,BUSIN,12449.31,2419.0,1.0,1.0,2419.0,0.194308
