trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,employment,land,material,water,impact_intensity
3410027,CA,US,NATUR,CRUDE,2570.61,31254941273.215,7,7,31254919347.602,19.0,7326.0,14549.0,31.613,12158569.862101
3409903,CA,US,CRUDE,MOTOR,19813.63,9613585721.893,7,7,9613578458.088,121.0,2879.0,4088.0,175.805,485200.628148
3409907,CA,US,CRUDE,GASDI,16236.4,7877910975.33,7,7,7877905023.265,99.0,2359.0,3350.0,144.065,485200.597135
3410133,CA,US,NATUR,PUBLI,501.91,6102542242.684,7,7,6102537961.511,4.0,1430.0,2841.0,6.173,12158638.48635
3409922,CA,US,CRUDE,CHEM1,12080.95,5861687868.574,7,7,5861683439.38,74.0,1755.0,2493.0,107.194,485200.904612
3409873,CA,US,CRUDE,CRUDE,10846.73,5262841671.738,7,7,5262837695.495,66.0,1576.0,2238.0,96.243,485200.762971
3413080,CA,US,ALUM1,ALUM1,3991.44,3838794080.14,7,7,3838781443.643,76.0,7018.0,5181.0,361.497,961756.679329
3412964,CA,US,BASIC,BASIC,2985.56,3732226365.518,7,7,3732215788.192,49.0,2219.0,8020.0,289.326,1250092.567397
3412074,CA,US,PFERT,PFERT,2606.12,3503942948.805,7,7,3503937839.376,21.0,1066.0,3957.0,65.429,1344505.605576
3414069,CA,US,MOTO1,MOTO1,6197.7,3069578380.439,7,7,3069567694.816,108.0,6362.0,4069.0,146.623,495277.018965
3412971,CA,US,BASIC,FABRI,2425.48,3032079340.874,7,7,3032070747.824,40.0,1803.0,6515.0,235.05,1250094.55484
3415703,CA,US,TRAN2,MOTO1,403.46,2611744567.28,7,7,2611743816.011,4.0,346.0,383.0,18.269,6473366.79542
3409905,CA,US,CRUDE,KEROS,4893.2,2374185752.009,7,7,2374183957.592,30.0,711.0,1010.0,43.417,485201.044717
3410059,CA,US,NATUR,GASDI,181.81,2210568771.525,7,7,2210567221.289,1.0,518.0,1029.0,2.236,12158675.38378
3410100,CA,US,NATUR,ELEC2,179.41,2181394733.198,7,7,2181393203.992,1.0,511.0,1015.0,2.206,12158713.188774
3410073,CA,US,NATUR,PFERT,175.98,2139709198.677,7,7,2139707697.513,1.0,502.0,996.0,2.164,12158820.312973
3410084,CA,US,NATUR,BASIC,171.97,2090888812.916,7,7,2090887346.801,1.0,490.0,973.0,2.115,12158450.967704
3410071,CA,US,NATUR,PLAST,156.19,1898982960.845,7,7,1898981628.924,1.0,445.0,884.0,1.921,12158159.682726
3411342,CA,US,KEROS,AIRTR,2349.45,1868186196.487,7,7,1868184289.284,23.0,563.0,1251.0,70.203,795158.9506
3410796,CA,US,WOODW,WOODW,3189.69,1780655109.638,7,7,1780436520.953,51.0,214384.0,4040.0,113.685,558253.344255
3409874,CA,US,CRUDE,NATUR,3584.49,1739195175.476,7,7,1739193860.671,22.0,521.0,740.0,31.805,485200.175053
3413085,CA,US,ALUM1,FABRI,1550.05,1490766247.115,7,7,1490761340.73,29.0,2725.0,2012.0,140.385,961753.651247
3410030,CA,US,NATUR,HYDRO,120.19,1461358309.027,7,7,1461357283.549,1.0,343.0,680.0,1.478,12158734.578809
3410074,CA,US,NATUR,CHEM1,118.82,1444621096.39,7,7,1444620082.929,1.0,339.0,672.0,1.461,12158063.426948
3411742,CA,US,LIQUE,ELEC3,262.37,1354729593.617,7,7,1354728583.019,3.0,275.0,722.0,10.598,5163431.770465
3410131,CA,US,NATUR,RESEA,111.34,1353753524.327,7,7,1353752574.958,1.0,317.0,630.0,1.369,12158734.725409
3411505,CA,US,GASDI,PUBLI,1672.65,1336340730.673,7,7,1336338786.268,16.0,964.0,914.0,50.405,798936.25724
3412977,CA,US,BASIC,MOTO1,1050.45,1313162958.958,7,7,1313159237.16,17.0,781.0,2822.0,101.798,1250095.634212
3412972,CA,US,BASIC,MACHI,1046.68,1308446342.5,7,7,1308442634.068,17.0,778.0,2812.0,101.432,1250092.045802
3410089,CA,US,NATUR,FOUND,107.41,1305991266.387,7,7,1305990350.066,1.0,306.0,608.0,1.321,12158935.540331
3410028,CA,US,NATUR,NATUR,97.85,1189756325.238,7,7,1189755490.035,1.0,279.0,554.0,1.203,12158981.351436
3410135,CA,US,NATUR,HEALT,97.49,1185386707.604,7,7,1185385875.405,1.0,278.0,552.0,1.199,12159059.468704
3411279,CA,US,MOTOR,PUBLI,1458.24,1162329933.076,7,7,1162328462.309,14.0,625.0,788.0,43.767,797077.252768
3413231,CA,US,COPP1,COPP1,2354.54,1150923619.025,7,7,1150875439.113,54.0,4236.0,43825.0,64.912,488810.391425
3420856,CA,CN,OILSE,OILSE,1258.64,1077870853.772,7,7,1077856362.64,14.0,13740.0,719.0,18.132,856377.402412
3410425,CA,US,FOOD5,FOOD5,2954.87,1067903253.402,7,7,1067890261.719,83.0,8177.0,4664.0,67.683,361404.479183
3412495,CA,US,RUBBE,MOTO1,1898.68,1063051290.502,7,7,1063043262.111,34.0,4985.0,2958.0,51.391,559889.655183
3410941,CA,US,PAPER,PAPER,2634.25,1062741701.412,7,7,1062658720.23,38.0,77394.0,5402.0,147.182,403432.362688
3409910,CA,US,CRUDE,LIQUE,2068.78,1003775047.262,7,7,1003774287.906,13.0,301.0,427.0,18.356,485201.445906
3420900,CA,CN,OILSE,PLAST,1162.01,995123048.379,7,7,995109669.639,13.0,12685.0,664.0,16.74,856380.795672
3410086,CA,US,NATUR,ALUM1,81.44,990243571.497,7,7,990242876.495,1.0,232.0,461.0,1.002,12159179.414256
3414409,CA,US,ELEC1,REALE,40.57,953096571.2,7,7,953096254.098,1.0,52.0,137.0,127.102,23492644.101553
3409927,CA,US,CRUDE,RUBBE,1946.16,944279960.171,7,7,944279245.903,12.0,283.0,402.0,17.268,485201.607356
3410843,CA,US,WOODW,CONST,1677.75,936609966.596,7,7,936494990.799,27.0,112764.0,2125.0,59.797,558253.59356
3410113,CA,US,NATUR,CONST,76.45,929532912.566,7,7,929532259.626,1.0,218.0,433.0,0.94,12158703.892296
3413084,CA,US,ALUM1,FOUND,899.41,865017629.61,7,7,865014782.152,17.0,1581.0,1168.0,81.458,961761.187456
3413160,CA,US,LEAD1,BASIC,1274.63,825199781.229,7,7,825187713.234,38.0,1303.0,10689.0,37.995,647403.388614
3412513,CA,US,RUBBE,CONST,1418.34,794115356.401,7,7,794109359.011,25.0,3724.0,2210.0,38.39,559890.686578
3385549,CA,DE,SEACO,SEACO,318.29,775450893.056,7,7,775450677.64,4.0,113.0,95.0,3.416,2436303.035144
3413444,CA,US,FABRI,CONST,1708.47,772013840.853,7,7,772008154.354,29.0,3583.0,2013.0,61.499,451874.391036
3409621,CA,US,CATTL,MEATC,1054.76,754707236.584,7,7,754666168.565,30.0,40245.0,769.0,24.019,715525.083037
3409487,CA,US,CEREA,FOOD5,648.84,689574097.521,7,7,689566402.528,6.0,7466.0,203.0,19.993,1062779.88028
3414519,CA,US,ELEC2,REALE,53.2,678365855.257,6,6,678365486.462,0.0,134.0,214.0,20.795,12751237.880771
3410055,CA,US,NATUR,MOTOR,53.83,654456586.382,6,6,654456127.72,0.0,153.0,305.0,0.662,12157841.099424
3414153,CA,US,TRANS,TRANS,2339.58,645169028.382,7,7,645166114.86,36.0,1847.0,989.0,41.522,275762.755872
3412117,CA,US,PFERT,RESEA,453.48,609711515.13,7,7,609710624.745,4.0,186.0,689.0,11.385,1344516.880855
3417505,CA,JP,OILSE,FOOD5,706.42,604964191.201,7,7,604956058.024,8.0,7712.0,403.0,10.177,856380.327852
3458562,CA,WL,WHEAT,FOOD5,670.34,599954297.708,7,7,599943151.332,8.0,10838.0,290.0,10.376,894999.996581
3422534,CA,CN,PFERT,VEGET,433.19,582428836.704,7,7,582427986.828,4.0,177.0,658.0,10.876,1344511.269198
3412749,CA,US,CEMEN,CONST,669.71,573141870.847,7,7,573136621.031,8.0,1086.0,4101.0,54.816,855806.051645
3443416,CA,MX,OILSE,FOOD5,636.04,544689075.43,7,7,544681753.267,7.0,6943.0,363.0,9.163,856375.503789
3411744,CA,US,LIQUE,ELEC5,103.26,533197236.767,7,7,533196839.596,1.0,108.0,284.0,4.171,5163637.776167
3410939,CA,US,PAPER,WOODW,1306.98,527279793.499,7,7,527238622.474,19.0,38399.0,2680.0,73.025,403433.712451
3420757,CA,CN,WHEAT,CATTL,581.12,520102198.391,7,7,520092536.396,7.0,9395.0,251.0,8.995,894999.653068
3411743,CA,US,LIQUE,ELEC4,100.6,519427646.812,7,7,519427258.749,1.0,106.0,277.0,4.063,5163296.687992
3410082,CA,US,NATUR,CEMEN,41.94,509908125.474,6,6,509907767.958,0.0,120.0,237.0,0.516,12158038.280258
3421979,CA,CN,PULP5,PAPER,910.92,500099072.753,7,7,500016707.371,14.0,81395.0,926.0,30.382,549004.383209
3413426,CA,US,FABRI,MOTO1,1099.91,497022404.759,7,7,497018743.166,19.0,2307.0,1296.0,39.593,451875.521414
3410090,CA,US,NATUR,FABRI,40.6,493648823.407,6,6,493648476.908,0.0,116.0,230.0,0.499,12158838.014951
3412035,CA,US,PFERT,CEREA,366.36,492572021.335,7,7,492571303.137,3.0,150.0,556.0,9.198,1344502.7332
3411506,CA,US,GASDI,EDUCA,612.72,489525683.107,7,7,489524970.643,6.0,353.0,335.0,18.464,798938.639357
3410043,CA,US,NATUR,FOOD5,39.26,477375871.915,6,6,477375537.432,0.0,112.0,222.0,0.483,12159344.67435
3409544,CA,US,OILSE,OILSE,555.58,475785010.884,7,7,475778614.88,6.0,6065.0,317.0,8.004,856375.339076
3409924,CA,US,CRUDE,BIOGA,975.08,473111540.734,7,7,473111183.082,6.0,142.0,201.0,8.652,485202.79437
3409979,CA,US,CRUDE,RESEA,974.83,472988423.979,7,7,472988066.329,6.0,142.0,201.0,8.65,485200.931423
3409960,CA,US,CRUDE,CONST,946.26,459126302.994,7,7,459125956.598,6.0,137.0,195.0,8.396,485201.005003
3410932,CA,US,PAPER,FOOD5,1115.08,449858940.973,7,7,449823814.671,16.0,32761.0,2287.0,62.302,403431.987815
3410050,CA,US,NATUR,WOODW,36.05,438281423.747,6,6,438281116.304,0.0,103.0,204.0,0.443,12157598.439584
3410798,CA,US,WOODW,PAPER,784.4,437891636.512,7,7,437837882.555,12.0,52721.0,993.0,27.957,558250.429006
3420786,CA,CN,CEREA,FOOD5,410.45,436218894.579,7,7,436214025.932,4.0,4723.0,129.0,12.647,1062782.055254
3412913,CA,US,BASIC,CRUDE,348.48,435638376.05,7,7,435637141.279,6.0,259.0,936.0,33.771,1250110.12411
3452863,CA,WA,OILSE,VEGE1,500.6,428705473.306,7,7,428699710.094,5.0,5465.0,286.0,7.212,856383.286668
3441617,CA,BR,PFERT,PFERT,318.37,428051150.913,7,7,428050526.92,3.0,130.0,483.0,7.993,1344508.436451
3411740,CA,US,LIQUE,ELEC1,81.86,422696009.053,7,7,422695693.746,1.0,86.0,225.0,3.307,5163645.358576
3412188,CA,US,CHEM1,PLAST,494.5,411199244.046,7,7,411197664.583,8.0,934.0,607.0,30.463,831545.488465
3414398,CA,US,ELEC1,HOTEL,17.29,406221659.741,6,6,406221525.569,0.0,22.0,58.0,54.172,23494601.48878
3409802,CA,US,FISHF,FISH5,1118.7,405588821.07,7,7,405587927.971,18.0,566.0,299.0,10.099,362553.697211
3451349,CA,ID,WHEAT,FOOD5,444.68,397987683.291,7,7,397980290.408,5.0,7189.0,192.0,6.883,894997.938497
3420779,CA,CN,CEREA,POULT,373.73,397186709.165,7,7,397182276.649,4.0,4300.0,117.0,11.516,1062763.784457
3412854,CA,US,NONME,CONST,488.79,383236176.446,7,7,383229342.1,7.0,1781.0,5030.0,16.346,784050.771182
