trade_id,year,region1,region2,industry1,industry2,amount
4847,2020,US,US,ELEC3,PUBLI,409.62
11676,2020,US,US,NONF1,MACHI,408.50
664,2020,US,US,AUXIL,HOTEL,407.27
3462,2020,US,US,CRUDE,FABRI,407.14
11898,2020,US,US,NONME,WOODW,407.09
1751,2020,US,US,BRICK,GLASS,406.21
8783,2020,US,US,INSUR,FOOD5,405.98
3175,2020,US,US,CONST,WOODW,405.97
18927,2020,US,US,WHOLE,ELEC4,405.39
13985,2020,US,US,POSTT,INLAN,405.37
16085,2020,US,US,SALEM,CHEM1,404.35
3092,2020,US,US,CONST,MACHI,402.47
9285,2020,US,US,LANDT,ELEC3,400.83
13956,2020,US,US,POSTT,ELEC4,400.63
8566,2020,US,US,INERT,RETA1,400.51
7939,2020,US,US,HEALT,FOOD3,400.37
9687,2020,US,US,LIQUE,CRUDE,399.79
15914,2020,US,US,RUBBE,CEMEN,399.72
4508,2020,US,US,ELEC1,PFERT,399.71
4045,2020,US,US,EDUCA,DIST1,398.59
3859,2020,US,US,DISTR,BASIC,398.11
7886,2020,US,US,GLASS,RUBBE,397.82
18730,2020,US,US,WHEAT,PUBLI,397.80
14004,2020,US,US,POSTT,MEDIC,397.70
2470,2020,US,US,CHEM1,SALEM,397.42
267,2020,US,US,AIRTR,RETA1,397.30
18151,2020,US,US,TRANS,RADIO,396.49
14857,2020,US,US,RAILW,FOOD3,395.31
10136,2020,US,US,MACHI,OFFIC,395.31
10986,2020,US,US,MEMBE,WHOLE,394.91
8810,2020,US,US,INSUR,MACHI,394.78
419,2020,US,US,ALUM1,WHOLE,394.53
11784,2020,US,US,NONME,CRUDE,394.34
8594,2020,US,US,INERT,WHOLE,393.37
59,2020,US,US,93197,HOTEL,393.35
3746,2020,US,US,DIST1,FOUND,393.09
3910,2020,US,US,DISTR,FOOD5,392.00
1040,2020,US,US,BEVER,FOOD5,390.96
8192,2020,US,US,HOTEL,DIST1,390.58
6280,2020,US,US,FISH5,FOOD5,390.38
3760,2020,US,US,DIST1,LANDT,389.96
1458,2020,US,US,BIOGA,RECRE,389.87
11047,2020,US,US,MOTO1,FOOD5,389.60
7424,2020,US,US,FOUND,WHOLE,389.60
9367,2020,US,US,LANDT,PREC1,389.22
4835,2020,US,US,ELEC3,PFERT,388.91
1937,2020,US,US,BUSIN,PULP5,388.68
10999,2020,US,US,MOTO1,BEVER,388.29
6003,2020,US,US,FABRI,NONME,387.95
16458,2020,US,US,SEACO,RESEA,387.94
1535,2020,US,US,BITU1,MOTOR,387.75
594,2020,US,US,AUXIL,93197,387.51
13589,2020,US,US,PLAS1,HOTEL,387.24
1061,2020,US,US,BEVER,MEMBE,386.16
7632,2020,US,US,GASDI,ELEC6,385.85
8764,2020,US,US,INSUR,ELEC1,385.83
15155,2020,US,US,REALE,SEWAG,383.53
901,2020,US,US,BASIC,GASDI,383.51
7692,2020,US,US,GASDI,OILSE,383.46
11195,2020,US,US,MOTOR,ELEC2,383.02
16570,2020,US,US,SEWAG,CRUDE,382.78
18079,2020,US,US,TRANS,CONST,382.25
8184,2020,US,US,HOTEL,COLLE,382.19
1865,2020,US,US,BUSIN,FOOD4,381.55
10957,2020,US,US,MEMBE,RESEA,380.52
12526,2020,US,US,PAPE1,BUSIN,378.72
12182,2020,US,US,OFFIC,RENTI,378.62
2711,2020,US,US,COLLE,ELEC8,378.14
10345,2020,US,US,MEAT4,MEAT4,377.82
7679,2020,US,US,GASDI,MEMBE,376.92
16019,2020,US,US,RUBBE,PRINT,376.01
15530,2020,US,US,RENTI,RETAI,375.91
1487,2020,US,US,BIOGA,WHOLE,375.16
2338,2020,US,US,CHEM1,BEVER,375.13
3168,2020,US,US,CONST,WASTE,374.81
189,2020,US,US,AIRTR,FABRI,374.47
12171,2020,US,US,OFFIC,POSTT,374.15
3807,2020,US,US,DIST1,PRINT,374.01
7812,2020,US,US,GLASS,ELECT,373.78
2900,2020,US,US,COMPU,FURNI,373.60
12202,2020,US,US,OFFIC,TRANS,373.51
2364,2020,US,US,CHEM1,DAIRY,373.28
19466,2020,US,US,WOODW,MEMBE,372.90
9257,2020,US,US,LANDT,BRICK,372.72
11090,2020,US,US,MOTO1,OFFIC,372.02
320,2020,US,US,ALUM1,CONST,371.98
13053,2020,US,US,PAPER,ELECT,371.85
16198,2020,US,US,SALEM,RETAI,370.73
2998,2020,US,US,COMPU,WASTE,370.18
10157,2020,US,US,MACHI,PRINT,369.82
16614,2020,US,US,SEWAG,LANDT,369.73
15536,2020,US,US,RENTI,SEWAG,369.53
8461,2020,US,US,INERT,CONST,369.50
14133,2020,US,US,POULT,PUBLI,369.26
3014,2020,US,US,CONST,BASIC,369.19
2427,2020,US,US,CHEM1,NATUR,369.01
13369,2020,US,US,PFERT,OILSE,368.59
6160,2020,US,US,FINAN,MEAT1,368.21
9375,2020,US,US,LANDT,RAWMI,368.19
13811,2020,US,US,PLAS2,PUBLI,368.19
10182,2020,US,US,MACHI,SUPPO,367.71
18180,2020,US,US,TRANS,WHOLE,366.99
2112,2020,US,US,CEMEN,OFFIC,366.76
18671,2020,US,US,WHEAT,CHEM1,366.61
6600,2020,US,US,FOOD3,COLLE,366.23
3774,2020,US,US,DIST1,MEMBE,366.06
11262,2020,US,US,MOTOR,PAPER,364.90
17241,2020,US,US,SUPPO,NONME,364.66
1713,2020,US,US,BRICK,BASIC,364.46
9776,2020,US,US,LIQUE,PRINT,363.22
18078,2020,US,US,TRANS,COMPU,362.96
9910,2020,US,US,LUBRI,CONST,362.92
4948,2020,US,US,ELEC4,HOTEL,362.48
12095,2020,US,US,OFFIC,EDUCA,362.18
10256,2020,US,US,MEAT1,PUBLI,361.55
19284,2020,US,US,WOOD2,HEALT,361.32
7107,2020,US,US,FOODW,HEALT,361.08
6645,2020,US,US,FOOD3,INSUR,360.98
3220,2020,US,US,COPP1,FOUND,360.80
12741,2020,US,US,PAPE3,HOTEL,360.16
16154,2020,US,US,SALEM,MEMBE,359.58
7003,2020,US,US,FOOD5,PRINT,359.36
3068,2020,US,US,CONST,FORES,359.19
15586,2020,US,US,RESEA,COMPU,359.14
1928,2020,US,US,BUSIN,PLAS2,357.50
4727,2020,US,US,ELEC2,WOODW,356.85
1370,2020,US,US,BIOGA,EDUCA,356.79
14006,2020,US,US,POSTT,MOTO1,356.21
7979,2020,US,US,HEALT,RETA1,355.64
8650,2020,US,US,INLAN,HEALT,355.17
7907,2020,US,US,GLASS,WOODW,354.69
297,2020,US,US,AIRTR,WOODW,354.37
2387,2020,US,US,CHEM1,FOOD3,353.66
15053,2020,US,US,REALE,ELEC4,353.02
10827,2020,US,US,MEMBE,93197,352.59
18309,2020,US,US,VEGET,FURNI,352.56
10856,2020,US,US,MEMBE,CONST,352.50
9361,2020,US,US,LANDT,PLANT,352.49
18113,2020,US,US,TRANS,INLAN,352.42
10527,2020,US,US,MEATC,RECRE,351.95
3198,2020,US,US,COPP1,CONST,350.62
6735,2020,US,US,FOOD3,WHOLE,350.46
3423,2020,US,US,CRUDE,BASIC,350.41
12635,2020,US,US,PAPE1,REALE,350.12
1825,2020,US,US,BUSIN,CERAM,349.95
17896,2020,US,US,TRAN1,CONST,349.10
9712,2020,US,US,LIQUE,FOOD5,348.47
4428,2020,US,US,ELEC1,CONST,348.36
734,2020,US,US,AUXIL,RUBBE,348.17
3682,2020,US,US,DAIRY,WHOLE,347.44
3838,2020,US,US,DIST1,TRANS,346.02
13654,2020,US,US,PLAS1,RETA1,345.26
2030,2020,US,US,CEMEN,BASIC,345.14
15419,2020,US,US,RENTI,COLLE,345.08
16596,2020,US,US,SEWAG,FOOD5,344.16
16558,2020,US,US,SEWAG,CHEM1,344.12
11435,2020,US,US,NATUR,INSUR,343.85
12907,2020,US,US,PAPE4,HOTEL,342.62
5765,2020,US,US,ELECT,FOOD5,342.26
16608,2020,US,US,SEWAG,INERT,341.94
18089,2020,US,US,TRANS,ELEC2,341.76
13953,2020,US,US,POSTT,ELEC1,341.60
14043,2020,US,US,POSTT,RAILW,341.16
16572,2020,US,US,SEWAG,DIST1,340.48
14024,2020,US,US,POSTT,PAPER,340.04
7601,2020,US,US,GASDI,BITUM,339.67
2769,2020,US,US,COLLE,OILSE,338.47
8059,2020,US,US,HEAVY,GASDI,338.10
710,2020,US,US,AUXIL,PFERT,337.73
1000,2020,US,US,BASIC,WOODW,337.48
18127,2020,US,US,TRANS,MOTO1,337.32
15949,2020,US,US,RUBBE,FINAN,336.85
16185,2020,US,US,SALEM,PRINT,336.26
15050,2020,US,US,REALE,ELEC1,335.18
18655,2020,US,US,WEARI,WEARI,334.57
11679,2020,US,US,NONF1,MOTO1,334.45
196,2020,US,US,AIRTR,FOOD5,334.34
11079,2020,US,US,MOTO1,MEMBE,333.97
763,2020,US,US,AUXIL,WOODW,333.94
14198,2020,US,US,PREC1,MACHI,333.54
6080,2020,US,US,FINAN,BEVER,332.93
17205,2020,US,US,SUPPO,GLASS,332.38
2898,2020,US,US,COMPU,FORES,331.70
15924,2020,US,US,RUBBE,COLLE,331.52
7802,2020,US,US,GLASS,EDUCA,331.49
15894,2020,US,US,RUBBE,93197,331.18
1205,2020,US,US,BIODI,POULT,330.63
14721,2020,US,US,RADIO,GLASS,330.44
7709,2020,US,US,GASDI,POULT,330.20
13682,2020,US,US,PLAS1,WHOLE,330.12
16535,2020,US,US,SEWAG,93197,330.04
18974,2020,US,US,WHOLE,MEATC,329.77
16589,2020,US,US,SEWAG,FINAN,329.74
6625,2020,US,US,FOOD3,FINAN,329.73
15521,2020,US,US,RENTI,RADIO,328.53
7474,2020,US,US,FURNI,FABRI,328.12
11019,2020,US,US,MOTO1,COMPU,327.37
11420,2020,US,US,NATUR,FOOD3,327.15
15305,2020,US,US,RECRE,RADIO,326.21
4756,2020,US,US,ELEC3,CONST,325.71
1474,2020,US,US,BIOGA,SUPPO,325.51
613,2020,US,US,AUXIL,CEMEN,325.41
4040,2020,US,US,EDUCA,CONST,324.93
10798,2020,US,US,MEDIC,RETAI,324.81
8345,2020,US,US,HYDRO,CONST,324.18
1826,2020,US,US,BUSIN,CEREA,323.91
5969,2020,US,US,FABRI,GLASS,323.41
311,2020,US,US,ALUM1,BUSIN,323.32
19452,2020,US,US,WOODW,LANDT,323.24
18895,2020,US,US,WHOLE,BITU1,323.11
6139,2020,US,US,FINAN,GLASS,323.07
5975,2020,US,US,FABRI,INLAN,322.94
228,2020,US,US,AIRTR,MEMBE,322.77
1364,2020,US,US,BIOGA,CONST,322.62
15713,2020,US,US,RESEA,WOODW,322.02
9406,2020,US,US,LANDT,WEARI,321.86
16653,2020,US,US,SEWAG,PLAS1,321.73
17173,2020,US,US,SUPPO,DAIRY,321.44
7814,2020,US,US,GLASS,FABRI,321.35
13153,2020,US,US,PAPER,TEXTI,320.88
14814,2020,US,US,RADIO,WHOLE,320.83
12806,2020,US,US,PAPE3,RETA1,320.63
4079,2020,US,US,EDUCA,INSUR,320.14
16667,2020,US,US,SEWAG,RECRE,318.29
630,2020,US,US,AUXIL,DIST1,318.16
200,2020,US,US,AIRTR,FURNI,318.14
18452,2020,US,US,WASTE,HOTEL,317.05
8686,2020,US,US,INLAN,POSTT,316.50
9943,2020,US,US,LUBRI,GASDI,316.11
19182,2020,US,US,WOOD1,REALE,315.48
2163,2020,US,US,CEMEN,WHOLE,315.33
2403,2020,US,US,CHEM1,INSUR,315.17
10942,2020,US,US,MEMBE,POSTT,314.92
3834,2020,US,US,DIST1,TEXTI,314.37
6964,2020,US,US,FOOD5,INSUR,314.22
8265,2020,US,US,HOTEL,PAPER,314.20
1779,2020,US,US,BRICK,PUBLI,314.12
10110,2020,US,US,MACHI,LANDT,313.95
14361,2020,US,US,PRINT,FOOD3,313.54
616,2020,US,US,AUXIL,CHEM1,313.52
13549,2020,US,US,PLAS1,CONST,313.33
2844,2020,US,US,COMPU,BEVER,313.25
9761,2020,US,US,LIQUE,PAPER,313.01
5077,2020,US,US,ELEC5,EDUCA,311.86
3167,2020,US,US,CONST,VEGET,311.83
18852,2020,US,US,WHITE,REALE,311.78
21,2020,US,US,93197,COLLE,311.16
2451,2020,US,US,CHEM1,POSTT,310.87
12834,2020,US,US,PAPE3,WHOLE,310.53
9287,2020,US,US,LANDT,ELEC5,310.17
2012,2020,US,US,CATTL,RAWMI,309.80
5956,2020,US,US,FABRI,FINAN,309.77
15497,2020,US,US,RENTI,OILSE,309.68
5778,2020,US,US,ELECT,INSUR,308.38
19177,2020,US,US,WOOD1,PUBLI,308.32
16805,2020,US,US,STEAM,REALE,307.47
8884,2020,US,US,INSUR,WASTE,307.24
14782,2020,US,US,RADIO,REALE,306.04
1125,2020,US,US,BIODI,BUSIN,305.78
3070,2020,US,US,CONST,FURNI,305.59
12972,2020,US,US,PAPE4,RETA1,305.50
11009,2020,US,US,MOTO1,CEMEN,304.95
13065,2020,US,US,PAPER,FOUND,303.45
9382,2020,US,US,LANDT,RETAI,303.43
3851,2020,US,US,DISTR,93197,303.30
4066,2020,US,US,EDUCA,FOOD3,302.58
1424,2020,US,US,BIOGA,MOTOR,302.32
17753,2020,US,US,TEXTI,RESEA,302.25
8064,2020,US,US,HEAVY,HOTEL,300.96
960,2020,US,US,BASIC,PUBLI,300.52
8785,2020,US,US,INSUR,FORES,300.45
18924,2020,US,US,WHOLE,ELEC1,300.23
3988,2020,US,US,DISTR,RETAI,300.13
13000,2020,US,US,PAPE4,WHOLE,299.94
16204,2020,US,US,SALEM,SEWAG,299.89
2990,2020,US,US,COMPU,TEXTI,299.88
6033,2020,US,US,FABRI,RAWMI,299.58
17917,2020,US,US,TRAN1,FABRI,298.66
8573,2020,US,US,INERT,SEWAG,298.64
1002,2020,US,US,BEVER,AIRTR,298.21
6949,2020,US,US,FOOD5,FOOD3,298.18
904,2020,US,US,BASIC,HEALT,297.90
11125,2020,US,US,MOTO1,RUBBE,297.90
16447,2020,US,US,SEACO,POSTT,296.35
8787,2020,US,US,INSUR,FURNI,295.79
16082,2020,US,US,SALEM,CEMEN,295.78
4692,2020,US,US,ELEC2,RECRE,295.77
1395,2020,US,US,BIOGA,GASDI,295.74
7540,2020,US,US,FURNI,POSTT,295.58
18776,2020,US,US,WHITE,EDUCA,295.49
15792,2020,US,US,RETA1,MEMBE,295.48
15141,2020,US,US,REALE,RAILW,295.28
934,2020,US,US,BASIC,NATUR,295.26
5976,2020,US,US,FABRI,INSUR,294.58
3083,2020,US,US,CONST,KEROS,294.57
2742,2020,US,US,COLLE,LANDT,293.60
725,2020,US,US,AUXIL,RAILW,293.41
8775,2020,US,US,INSUR,FABRI,293.33
4010,2020,US,US,DISTR,VEGET,293.15
13874,2020,US,US,PLAST,FURNI,292.67
10990,2020,US,US,MOTO1,93197,292.53
16645,2020,US,US,SEWAG,PAPE3,292.48
194,2020,US,US,AIRTR,FOOD3,292.40
11351,2020,US,US,NAPHT,PFERT,292.16
15962,2020,US,US,RUBBE,GLASS,292.05
19122,2020,US,US,WOOD1,HEALT,291.97
1717,2020,US,US,BRICK,BRICK,291.88
14994,2020,US,US,RAWMI,RESEA,291.86
6230,2020,US,US,FINAN,TRAN1,291.72
17750,2020,US,US,TEXTI,RECRE,291.69
5057,2020,US,US,ELEC5,BUSIN,291.51
10903,2020,US,US,MEMBE,LANDT,291.28
9328,2020,US,US,LANDT,LUBRI,291.28
4018,2020,US,US,DISTR,WOODW,290.34
7580,2020,US,US,FURNI,WEARI,290.11
17900,2020,US,US,TRAN1,CRUDE,290.01
7304,2020,US,US,FORES,RUBBE,289.66
602,2020,US,US,AUXIL,BASIC,289.37
173,2020,US,US,AIRTR,DIST1,289.03
6225,2020,US,US,FINAN,SUPPO,288.87
13912,2020,US,US,POSTT,AIRTR,288.37
12701,2020,US,US,PAPE3,CONST,288.15
15449,2020,US,US,RENTI,FOOD3,288.04
5193,2020,US,US,ELEC5,WHOLE,287.96
3621,2020,US,US,DAIRY,INSUR,287.75
6073,2020,US,US,FINAN,ALUM1,287.64
9261,2020,US,US,LANDT,CERAM,287.35
8249,2020,US,US,HOTEL,MOTO1,286.66
17646,2020,US,US,TEXTI,BUSIN,286.52
3275,2020,US,US,COPP1,TRANS,286.14
6710,2020,US,US,FOOD3,SALEM,285.48
16629,2020,US,US,SEWAG,MEMBE,284.95
6926,2020,US,US,FOOD5,COMPU,283.87
7884,2020,US,US,GLASS,RETA1,283.68
3280,2020,US,US,COPP1,WHOLE,283.66
17222,2020,US,US,SUPPO,LIQUE,283.59
14938,2020,US,US,RAWMI,BEVER,283.31
5960,2020,US,US,FABRI,FOOD3,283.05
8910,2020,US,US,INTER,BUSIN,283.01
8213,2020,US,US,HOTEL,FOOD3,282.90
11038,2020,US,US,MOTO1,ELECT,282.80
18952,2020,US,US,WHOLE,HEAVY,282.23
10783,2020,US,US,MEDIC,POSTT,282.05
16053,2020,US,US,RUBBE,VEGET,282.02
6809,2020,US,US,FOOD4,HOTEL,281.79
4653,2020,US,US,ELEC2,MOTO1,281.51
2716,2020,US,US,COLLE,FINAN,281.10
15071,2020,US,US,REALE,FORES,281.05
16009,2020,US,US,RUBBE,PFERT,281.04
10855,2020,US,US,MEMBE,COMPU,280.86
11234,2020,US,US,MOTOR,LIQUE,280.49
17693,2020,US,US,TEXTI,HOTEL,280.07
12867,2020,US,US,PAPE4,CONST,280.01
17536,2020,US,US,TEXT2,HEALT,279.59
8868,2020,US,US,INSUR,SEWAG,279.07
7871,2020,US,US,GLASS,PLAST,278.19
3733,2020,US,US,DIST1,ELECT,277.73
18593,2020,US,US,WEARI,HEALT,276.89
10164,2020,US,US,MACHI,REALE,276.88
5967,2020,US,US,FABRI,GASDI,276.78
2134,2020,US,US,CEMEN,REALE,276.62
17974,2020,US,US,TRAN1,PAPER,276.15
15672,2020,US,US,RESEA,POSTT,275.97
5101,2020,US,US,ELEC5,HEALT,275.88
15301,2020,US,US,RECRE,PRINT,275.69
6204,2020,US,US,FINAN,RADIO,275.53
10804,2020,US,US,MEDIC,SEWAG,275.33
422,2020,US,US,ALUM1,WOODW,275.25
5729,2020,US,US,ELECT,CHEM1,274.26
706,2020,US,US,AUXIL,PAPER,273.94
11422,2020,US,US,NATUR,FOOD5,273.80
4449,2020,US,US,ELEC1,FABRI,273.77
18120,2020,US,US,TRANS,MACHI,273.24
3609,2020,US,US,DAIRY,FOOD3,273.22
16655,2020,US,US,SEWAG,PLAST,272.95
14313,2020,US,US,PRINT,AUXIL,272.90
4923,2020,US,US,ELEC4,EDUCA,272.88
10694,2020,US,US,MEDIC,CHEM1,272.66
8017,2020,US,US,HEAVY,BUSIN,272.57
6978,2020,US,US,FOOD5,MEATP,272.11
11197,2020,US,US,MOTOR,ELEC4,272.08
402,2020,US,US,ALUM1,RUBBE,272.05
14716,2020,US,US,RADIO,FORES,271.94
629,2020,US,US,AUXIL,DAIRY,271.60
10782,2020,US,US,MEDIC,PLAST,271.58
8853,2020,US,US,INSUR,RADIO,271.54
3133,2020,US,US,CONST,PRINT,271.39
5834,2020,US,US,ELECT,RECRE,271.36
10106,2020,US,US,MACHI,INSUR,271.02
14833,2020,US,US,RAILW,COMPU,270.86
12415,2020,US,US,OILSE,PUBLI,270.84
14028,2020,US,US,POSTT,PFERT,270.59
15427,2020,US,US,RENTI,DIST1,270.37
1915,2020,US,US,BUSIN,PAPE1,270.36
6197,2020,US,US,FINAN,POULT,269.67
18670,2020,US,US,WHEAT,CEREA,269.56
14033,2020,US,US,POSTT,PLAST,269.39
8198,2020,US,US,HOTEL,ELEC2,269.16
6168,2020,US,US,FINAN,MOTOR,269.14
2785,2020,US,US,COLLE,PLAST,269.10
17874,2020,US,US,TRAN1,BASIC,269.02
5831,2020,US,US,ELECT,RAILW,268.88
11763,2020,US,US,NONME,BASIC,267.93
5837,2020,US,US,ELECT,RETA1,267.80
13156,2020,US,US,PAPER,TRAN2,267.76
14714,2020,US,US,RADIO,FOOD5,267.55
11458,2020,US,US,NATUR,NATU1,267.15
138,2020,US,US,AIRTR,93197,266.97
14074,2020,US,US,POSTT,WASTE,266.65
5993,2020,US,US,FABRI,MEDIC,266.26
4776,2020,US,US,ELEC3,FABRI,266.26
5716,2020,US,US,ELECT,BEVER,265.19
16646,2020,US,US,SEWAG,PAPE4,265.18
4432,2020,US,US,ELEC1,CRUDE,264.66
16164,2020,US,US,SALEM,OFFIC,264.62
7342,2020,US,US,FOUND,CONST,264.52
1776,2020,US,US,BRICK,POSTT,264.45
17226,2020,US,US,SUPPO,MEAT1,263.51
2111,2020,US,US,CEMEN,NONME,263.49
16446,2020,US,US,SEACO,PLAST,263.33
6031,2020,US,US,FABRI,RADIO,262.86
17227,2020,US,US,SUPPO,MEAT4,262.63
8866,2020,US,US,INSUR,SEACO,262.21
1408,2020,US,US,BIOGA,LANDT,262.15
2392,2020,US,US,CHEM1,FOUND,262.13
2316,2020,US,US,CEREA,RESEA,261.61
5309,2020,US,US,ELEC6,REALE,261.45
15160,2020,US,US,REALE,SUGAR,261.24
3524,2020,US,US,CRUDE,PLAST,261.20
13661,2020,US,US,PLAS1,SEWAG,260.97
9373,2020,US,US,LANDT,RADIO,260.77
18003,2020,US,US,TRAN1,SALEM,260.28
2903,2020,US,US,COMPU,GLASS,260.28
11609,2020,US,US,NFERT,REALE,260.07
2787,2020,US,US,COLLE,POULT,259.93
18285,2020,US,US,VEGET,DAIRY,259.76
5764,2020,US,US,ELECT,FOOD4,259.50
2657,2020,US,US,COKIN,COKEO,259.43
13755,2020,US,US,PLAS2,HOTEL,259.16
6243,2020,US,US,FINAN,WOODW,258.26
14803,2020,US,US,RADIO,TEXTI,258.16
13057,2020,US,US,PAPER,FISH5,257.17
3783,2020,US,US,DIST1,NONME,257.05
15006,2020,US,US,RAWMI,WHOLE,257.02
17924,2020,US,US,TRAN1,FOOD5,256.75
7495,2020,US,US,FURNI,INSUR,256.32
3475,2020,US,US,CRUDE,HEALT,255.89
17918,2020,US,US,TRAN1,FINAN,255.69
13092,2020,US,US,PAPER,MEATP,255.67
4760,2020,US,US,ELEC3,CRUDE,255.67
12575,2020,US,US,PAPE1,HEALT,255.58
10670,2020,US,US,MEATP,WHOLE,255.56
13920,2020,US,US,POSTT,BEVER,255.45
2135,2020,US,US,CEMEN,RECRE,255.29
9804,2020,US,US,LIQUE,TRAN1,254.63
18144,2020,US,US,TRANS,POSTT,254.20
1814,2020,US,US,BUSIN,BIODI,254.18
6874,2020,US,US,FOOD4,RETA1,253.34
14519,2020,US,US,PUBLI,93197,253.15
8048,2020,US,US,HEAVY,FINAN,253.12
4505,2020,US,US,ELEC1,PAPER,253.11
889,2020,US,US,BASIC,FABRI,253.04
15996,2020,US,US,RUBBE,NONME,252.65
5915,2020,US,US,FABRI,BIOGA,252.14
15454,2020,US,US,RENTI,FOUND,251.79
269,2020,US,US,AIRTR,RUBBE,251.24
17435,2020,US,US,TEXT1,REALE,251.05
2240,2020,US,US,CERAM,RETA1,251.04
1461,2020,US,US,BIOGA,RESEA,250.92
2308,2020,US,US,CEREA,PIGS9,250.81
993,2020,US,US,BASIC,VEGET,250.63
17295,2020,US,US,SUPPO,TRAN1,250.37
14748,2020,US,US,RADIO,MOTOR,249.53
13974,2020,US,US,POSTT,FORES,249.36
6320,2020,US,US,FISH5,RECRE,249.21
1521,2020,US,US,BITU1,GASDI,248.87
12185,2020,US,US,OFFIC,RETAI,248.75
1524,2020,US,US,BITU1,HYDRO,248.75
6902,2020,US,US,FOOD4,WHOLE,248.37
3112,2020,US,US,CONST,OILSE,248.13
18568,2020,US,US,WEARI,EDUCA,248.03
11155,2020,US,US,MOTOR,93197,247.58
17193,2020,US,US,SUPPO,FISHF,247.55
3564,2020,US,US,CRUDE,VEGET,247.48
19526,2020,US,US,WOODW,TRANS,247.34
14717,2020,US,US,RADIO,FOUND,247.12
8611,2020,US,US,INLAN,CEREA,246.83
18090,2020,US,US,TRANS,ELEC4,246.68
11106,2020,US,US,MOTO1,PLAST,246.61
15839,2020,US,US,RETA1,TEXTI,246.39
4832,2020,US,US,ELEC3,PAPER,246.35
15836,2020,US,US,RETA1,SUPPO,246.32
17430,2020,US,US,TEXT1,PUBLI,245.11
9340,2020,US,US,LANDT,NATU1,244.95
12813,2020,US,US,PAPE3,SEWAG,244.89
6573,2020,US,US,FOOD3,93197,244.83
2871,2020,US,US,COMPU,DAIRY,244.81
1447,2020,US,US,BIOGA,POSTT,244.27
8505,2020,US,US,INERT,INSUR,244.08
15969,2020,US,US,RUBBE,INSUR,243.60
19047,2020,US,US,WHOLE,WASTE,243.56
18991,2020,US,US,WHOLE,OILSE,243.40
7254,2020,US,US,FORES,HEALT,243.39
2459,2020,US,US,CHEM1,RADIO,243.33
6170,2020,US,US,FINAN,NATU1,242.82
17182,2020,US,US,SUPPO,ELEC4,242.82
687,2020,US,US,AUXIL,MEMBE,242.68
19505,2020,US,US,WOODW,RENTI,242.63
14070,2020,US,US,POSTT,TRANS,242.48
5821,2020,US,US,ELECT,PLAS2,242.48
18981,2020,US,US,WHOLE,NATU1,242.25
5939,2020,US,US,FABRI,DIST1,242.22
5584,2020,US,US,ELEC8,RETA1,241.64
6115,2020,US,US,FINAN,ELEC3,241.63
11280,2020,US,US,MOTOR,RAILW,241.58
4904,2020,US,US,ELEC4,BUSIN,241.15
15958,2020,US,US,RUBBE,FOUND,240.97
13413,2020,US,US,PFERT,WHOLE,240.88
4021,2020,US,US,EDUCA,AIRTR,240.80
3026,2020,US,US,CONST,CEMEN,240.44
10647,2020,US,US,MEATP,RECRE,240.40
9705,2020,US,US,LIQUE,FABRI,239.73
221,2020,US,US,AIRTR,MACHI,239.57
4645,2020,US,US,ELEC2,MACHI,239.35
9691,2020,US,US,LIQUE,EDUCA,239.31
6629,2020,US,US,FOOD3,FOOD3,239.18
4564,2020,US,US,ELEC2,ALUM1,238.87
3981,2020,US,US,DISTR,RAWMI,238.33
3764,2020,US,US,DIST1,LIQUE,238.12
7919,2020,US,US,HEALT,COMPU,237.59
1214,2020,US,US,BIODI,REALE,237.15
10998,2020,US,US,MOTO1,BASIC,237.12
8569,2020,US,US,INERT,SALEM,236.97
17999,2020,US,US,TRAN1,RESEA,236.80
4946,2020,US,US,ELEC4,HEALT,236.68
1087,2020,US,US,BEVER,RESEA,235.84
15214,2020,US,US,RECRE,CRUDE,235.12
13130,2020,US,US,PAPER,RAILW,235.04
2886,2020,US,US,COMPU,ELECT,234.87
4456,2020,US,US,ELEC1,FOOD5,234.80
43,2020,US,US,93197,FINAN,234.56
15555,2020,US,US,RENTI,WHEAT,234.51
2981,2020,US,US,COMPU,SEWAG,233.61
13821,2020,US,US,PLAS2,RETA1,233.30
12487,2020,US,US,PADDY,PIGS9,233.28
2412,2020,US,US,CHEM1,LIQUE,233.21
15821,2020,US,US,RETA1,RAWMI,233.09
7329,2020,US,US,FOUND,BASIC,232.75
2728,2020,US,US,COLLE,GASDI,232.17
986,2020,US,US,BASIC,TEXTI,231.73
17376,2020,US,US,TEXT1,HEALT,231.54
8579,2020,US,US,INERT,SUPPO,231.20
3943,2020,US,US,DISTR,MOTO1,231.06
14930,2020,US,US,RAILW,WHOLE,231.03
15593,2020,US,US,RESEA,DIST1,230.94
16113,2020,US,US,SALEM,ELECT,230.80
6769,2020,US,US,FOOD4,CONST,230.73
14340,2020,US,US,PRINT,DIST1,230.44
19476,2020,US,US,WOODW,OFFIC,230.39
11811,2020,US,US,NONME,FURNI,230.36
7039,2020,US,US,FOOD5,WOODW,230.25
2692,2020,US,US,COLLE,COMPU,230.16
10069,2020,US,US,MACHI,DIST1,230.13
2762,2020,US,US,COLLE,NATUR,229.81
9372,2020,US,US,LANDT,PULP5,229.27
12979,2020,US,US,PAPE4,SEWAG,229.27
11432,2020,US,US,NATUR,HOTEL,229.27
