interstate_id,state_industry_imports_total,state_source_share,state_import_intensity,state_supplier_count,state_import_concentration
1,5350.56,0.000198,0.000445,21,0.059404
2,5350.56,0.0,0.000445,21,0.059404
3,1714.79,0.000385,0.000143,21,0.038974
4,1714.79,1.5e-05,0.000143,21,0.038974
5,6464.29,0.000697,0.000537,21,0.065071
6,6464.29,0.000194,0.000537,21,0.065071
7,5350.56,0.018276,0.000445,21,0.059404
8,5350.56,2e-05,0.000445,21,0.059404
9,1714.79,0.014351,0.000143,21,0.038974
10,1714.79,1e-06,0.000143,21,0.038974
11,6464.29,0.018861,0.000537,21,0.065071
12,6464.29,0.00022,0.000537,21,0.065071
13,5350.56,0.000993,0.000445,21,0.059404
14,5350.56,5e-06,0.000445,21,0.059404
15,5350.56,0.005392,0.000445,21,0.059404
16,1714.79,0.002094,0.000143,21,0.038974
17,1714.79,0.0,0.000143,21,0.038974
18,1714.79,0.019511,0.000143,21,0.038974
19,6464.29,0.000373,0.000537,21,0.065071
20,6464.29,6e-05,0.000537,21,0.065071
21,6464.29,0.00356,0.000537,21,0.065071
22,5350.56,0.00494,0.000445,21,0.059404
23,1714.79,0.009503,0.000143,21,0.038974
24,6464.29,0.007342,0.000537,21,0.065071
25,5350.56,5e-06,0.000445,21,0.059404
26,5350.56,0.001741,0.000445,21,0.059404
27,5350.56,0.00173,0.000445,21,0.059404
28,5350.56,0.001669,0.000445,21,0.059404
29,1714.79,0.000744,0.000143,21,0.038974
30,1714.79,0.002295,0.000143,21,0.038974
31,1714.79,0.001316,0.000143,21,0.038974
32,1714.79,0.004231,0.000143,21,0.038974
33,6464.29,0.000735,0.000537,21,0.065071
34,6464.29,0.001985,0.000537,21,0.065071
35,6464.29,0.001738,0.000537,21,0.065071
36,6464.29,0.007698,0.000537,21,0.065071
37,5350.56,0.001031,0.000445,21,0.059404
38,5350.56,2e-06,0.000445,21,0.059404
39,5350.56,0.02572,0.000445,21,0.059404
40,5350.56,0.001335,0.000445,21,0.059404
41,1714.79,0.000191,0.000143,21,0.038974
42,1714.79,1.8e-05,0.000143,21,0.038974
43,1714.79,0.005817,0.000143,21,0.038974
44,1714.79,0.000558,0.000143,21,0.038974
45,6464.29,0.000135,0.000537,21,0.065071
46,6464.29,5e-06,0.000537,21,0.065071
47,6464.29,0.004434,0.000537,21,0.065071
48,6464.29,0.000495,0.000537,21,0.065071
49,5350.56,0.016883,0.000445,21,0.059404
50,5350.56,0.001798,0.000445,21,0.059404
51,1714.79,0.005073,0.000143,21,0.038974
52,1714.79,0.001989,0.000143,21,0.038974
53,6464.29,0.024016,0.000537,21,0.065071
54,6464.29,0.001455,0.000537,21,0.065071
55,5350.56,0.00123,0.000445,21,0.059404
56,5350.56,0.001914,0.000445,21,0.059404
57,5350.56,0.017937,0.000445,21,0.059404
58,1714.79,0.009904,0.000143,21,0.038974
59,1714.79,0.002411,0.000143,21,0.038974
60,1714.79,0.022578,0.000143,21,0.038974
61,6464.29,0.003894,0.000537,21,0.065071
62,6464.29,0.001627,0.000537,21,0.065071
63,6464.29,0.047634,0.000537,21,0.065071
64,5350.56,0.002795,0.000445,21,0.059404
65,5350.56,0.001055,0.000445,21,0.059404
66,1714.79,0.003344,0.000143,21,0.038974
67,1714.79,0.003596,0.000143,21,0.038974
68,6464.29,0.002247,0.000537,21,0.065071
69,6464.29,0.001482,0.000537,21,0.065071
70,5350.56,0.025709,0.000445,21,0.059404
71,1714.79,0.016933,0.000143,21,0.038974
72,6464.29,0.008407,0.000537,21,0.065071
73,5350.56,0.009364,0.000445,21,0.059404
74,5350.56,0.004216,0.000445,21,0.059404
75,1714.79,0.002906,0.000143,21,0.038974
76,1714.79,0.009079,0.000143,21,0.038974
77,6464.29,0.002062,0.000537,21,0.065071
78,6464.29,0.004987,0.000537,21,0.065071
79,5350.56,0.004192,0.000445,21,0.059404
80,5350.56,0.014387,0.000445,21,0.059404
81,1714.79,0.005015,0.000143,21,0.038974
82,1714.79,0.016872,0.000143,21,0.038974
83,6464.29,0.00337,0.000537,21,0.065071
84,6464.29,0.0119,0.000537,21,0.065071
85,5350.56,0.001798,0.000445,21,0.059404
86,1714.79,0.001989,0.000143,21,0.038974
87,6464.29,0.001455,0.000537,21,0.065071
88,5350.56,0.000408,0.000445,21,0.059404
89,5350.56,0.002163,0.000445,21,0.059404
90,5350.56,0.012669,0.000445,21,0.059404
91,5350.56,0.00015,0.000445,21,0.059404
92,5350.56,0.000418,0.000445,21,0.059404
93,1714.79,0.001013,0.000143,21,0.038974
94,1714.79,0.012088,0.000143,21,0.038974
95,1714.79,0.014194,0.000143,21,0.038974
96,1714.79,0.000333,0.000143,21,0.038974
97,1714.79,0.0009,0.000143,21,0.038974
98,6464.29,0.000509,0.000537,21,0.065071
99,6464.29,0.005011,0.000537,21,0.065071
100,6464.29,0.010303,0.000537,21,0.065071
101,6464.29,0.000175,0.000537,21,0.065071
102,6464.29,0.000487,0.000537,21,0.065071
103,5350.56,3e-06,0.000445,21,0.059404
104,1714.79,0.000478,0.000143,21,0.038974
105,6464.29,0.00031,0.000537,21,0.065071
106,5350.56,4e-06,0.000445,21,0.059404
107,1714.79,0.000616,0.000143,21,0.038974
108,6464.29,0.000159,0.000537,21,0.065071
109,5350.56,0.001906,0.000445,21,0.059404
110,1714.79,0.00223,0.000143,21,0.038974
111,6464.29,0.001557,0.000537,21,0.065071
112,5350.56,0.000434,0.000445,21,0.059404
113,1714.79,0.002207,0.000143,21,0.038974
114,6464.29,0.000686,0.000537,21,0.065071
115,5350.56,0.001493,0.000445,21,0.059404
116,5350.56,2e-06,0.000445,21,0.059404
117,1714.79,0.000467,0.000143,21,0.038974
118,1714.79,0.000218,0.000143,21,0.038974
119,6464.29,0.00113,0.000537,21,0.065071
120,6464.29,5.8e-05,0.000537,21,0.065071
121,5350.56,0.000116,0.000445,21,0.059404
122,1714.79,0.000444,0.000143,21,0.038974
123,6464.29,0.000197,0.000537,21,0.065071
124,6464.29,1e-06,0.000537,21,0.065071
125,1607.3,0.000198,0.000134,21,0.059404
126,1607.3,0.0,0.000134,21,0.059404
127,2925.66,0.000849,0.000243,21,0.010459
128,2925.66,3.5e-05,0.000243,21,0.010459
129,1941.86,0.000697,0.000161,21,0.065071
130,1941.86,0.000194,0.000161,21,0.065071
131,251.37,0.000549,2.1e-05,21,0.013213
132,1607.3,0.018276,0.000134,21,0.059404
133,1607.3,2e-05,0.000134,21,0.059404
134,2925.66,0.002645,0.000243,21,0.010459
135,2925.66,0.000332,0.000243,21,0.010459
136,1941.86,0.018861,0.000161,21,0.065071
137,1941.86,0.00022,0.000161,21,0.065071
138,251.37,5.3e-05,2.1e-05,21,0.013213
139,251.37,1e-06,2.1e-05,21,0.013213
140,1607.3,0.000993,0.000134,21,0.059404
141,1607.3,5e-06,0.000134,21,0.059404
142,1607.3,0.005392,0.000134,21,0.059404
143,2925.66,0.000464,0.000243,21,0.010459
144,2925.66,0.0,0.000243,21,0.010459
145,2925.66,0.018024,0.000243,21,0.010459
146,1941.86,0.000373,0.000161,21,0.065071
147,1941.86,6e-05,0.000161,21,0.065071
148,1941.86,0.00356,0.000161,21,0.065071
149,251.37,5.1e-05,2.1e-05,21,0.013213
150,251.37,0.00204,2.1e-05,21,0.013213
151,1607.3,0.00494,0.000134,21,0.059404
152,2925.66,0.018968,0.000243,21,0.010459
153,1941.86,0.007342,0.000161,21,0.065071
154,251.37,0.000366,2.1e-05,21,0.013213
155,1607.3,5e-06,0.000134,21,0.059404
156,1607.3,0.001741,0.000134,21,0.059404
157,1607.3,0.00173,0.000134,21,0.059404
158,1607.3,0.001669,0.000134,21,0.059404
159,2925.66,0.001661,0.000243,21,0.010459
160,2925.66,0.0048,0.000243,21,0.010459
161,2925.66,0.001891,0.000243,21,0.010459
162,2925.66,0.00417,0.000243,21,0.010459
163,1941.86,0.000735,0.000161,21,0.065071
164,1941.86,0.001985,0.000161,21,0.065071
165,1941.86,0.001738,0.000161,21,0.065071
166,1941.86,0.007698,0.000161,21,0.065071
167,251.37,3e-06,2.1e-05,21,0.013213
168,251.37,0.004054,2.1e-05,21,0.013213
169,251.37,0.000243,2.1e-05,21,0.013213
170,251.37,0.002483,2.1e-05,21,0.013213
171,1607.3,0.001031,0.000134,21,0.059404
172,1607.3,2e-06,0.000134,21,0.059404
173,1607.3,0.02572,0.000134,21,0.059404
174,1607.3,0.001335,0.000134,21,0.059404
175,2925.66,0.000155,0.000243,21,0.010459
176,2925.66,4e-05,0.000243,21,0.010459
177,2925.66,0.01046,0.000243,21,0.010459
178,2925.66,0.001893,0.000243,21,0.010459
179,1941.86,0.000135,0.000161,21,0.065071
180,1941.86,5e-06,0.000161,21,0.065071
181,1941.86,0.004434,0.000161,21,0.065071
182,1941.86,0.000495,0.000161,21,0.065071
183,251.37,0.00048,2.1e-05,21,0.013213
184,251.37,0.04405,2.1e-05,21,0.013213
185,251.37,0.00895,2.1e-05,21,0.013213
186,1607.3,0.016883,0.000134,21,0.059404
187,1607.3,0.001798,0.000134,21,0.059404
188,2925.66,0.010043,0.000243,21,0.010459
189,2925.66,0.003449,0.000243,21,0.010459
190,1941.86,0.024016,0.000161,21,0.065071
191,1941.86,0.001455,0.000161,21,0.065071
192,251.37,0.001069,2.1e-05,21,0.013213
193,251.37,0.003522,2.1e-05,21,0.013213
194,1607.3,0.00123,0.000134,21,0.059404
195,1607.3,0.001914,0.000134,21,0.059404
196,1607.3,0.017937,0.000134,21,0.059404
197,2925.66,0.005629,0.000243,21,0.010459
198,2925.66,0.00423,0.000243,21,0.010459
199,2925.66,0.020926,0.000243,21,0.010459
200,1941.86,0.003894,0.000161,21,0.065071
201,1941.86,0.001627,0.000161,21,0.065071
202,1941.86,0.047634,0.000161,21,0.065071
203,251.37,0.013156,2.1e-05,21,0.013213
204,251.37,0.004766,2.1e-05,21,0.013213
205,251.37,0.006745,2.1e-05,21,0.013213
206,1607.3,0.002795,0.000134,21,0.059404
207,1607.3,0.001055,0.000134,21,0.059404
208,2925.66,0.005269,0.000243,21,0.010459
209,2925.66,0.006669,0.000243,21,0.010459
210,1941.86,0.002247,0.000161,21,0.065071
211,1941.86,0.001482,0.000161,21,0.065071
212,251.37,0.002888,2.1e-05,21,0.013213
213,251.37,0.010395,2.1e-05,21,0.013213
214,1607.3,0.025709,0.000134,21,0.059404
215,2925.66,0.024779,0.000243,21,0.010459
216,1941.86,0.008407,0.000161,21,0.065071
217,251.37,0.011198,2.1e-05,21,0.013213
218,1607.3,0.009364,0.000134,21,0.059404
219,1607.3,0.004216,0.000134,21,0.059404
220,2925.66,0.002914,0.000243,21,0.010459
221,2925.66,0.015298,0.000243,21,0.010459
222,1941.86,0.002062,0.000161,21,0.065071
223,1941.86,0.004987,0.000161,21,0.065071
224,251.37,0.008788,2.1e-05,21,0.013213
225,251.37,0.010602,2.1e-05,21,0.013213
226,1607.3,0.004192,0.000134,21,0.059404
227,1607.3,0.014387,0.000134,21,0.059404
228,2925.66,0.007903,0.000243,21,0.010459
229,2925.66,0.029303,0.000243,21,0.010459
230,1941.86,0.00337,0.000161,21,0.065071
231,1941.86,0.0119,0.000161,21,0.065071
232,251.37,0.004332,2.1e-05,21,0.013213
233,251.37,0.02878,2.1e-05,21,0.013213
234,1607.3,0.001798,0.000134,21,0.059404
235,2925.66,0.003449,0.000243,21,0.010459
236,1941.86,0.001455,0.000161,21,0.065071
237,251.37,0.003522,2.1e-05,21,0.013213
238,1607.3,0.000408,0.000134,21,0.059404
239,1607.3,0.002163,0.000134,21,0.059404
240,1607.3,0.012669,0.000134,21,0.059404
241,1607.3,0.00015,0.000134,21,0.059404
242,1607.3,0.000418,0.000134,21,0.059404
243,2925.66,0.001388,0.000243,21,0.010459
244,2925.66,0.008497,0.000243,21,0.010459
245,2925.66,0.024568,0.000243,21,0.010459
246,2925.66,0.000424,0.000243,21,0.010459
247,2925.66,0.001113,0.000243,21,0.010459
248,1941.86,0.000509,0.000161,21,0.065071
249,1941.86,0.005011,0.000161,21,0.065071
250,1941.86,0.010303,0.000161,21,0.065071
251,1941.86,0.000175,0.000161,21,0.065071
252,1941.86,0.000487,0.000161,21,0.065071
253,251.37,0.015261,2.1e-05,21,0.013213
254,251.37,0.046255,2.1e-05,21,0.013213
255,251.37,0.027406,2.1e-05,21,0.013213
256,251.37,0.005383,2.1e-05,21,0.013213
257,251.37,0.006533,2.1e-05,21,0.013213
258,1607.3,3e-06,0.000134,21,0.059404
259,2925.66,0.001022,0.000243,21,0.010459
260,1941.86,0.00031,0.000161,21,0.065071
261,251.37,1e-06,2.1e-05,21,0.013213
262,1607.3,4e-06,0.000134,21,0.059404
263,2925.66,0.001375,0.000243,21,0.010459
264,1941.86,0.000159,0.000161,21,0.065071
265,251.37,1e-06,2.1e-05,21,0.013213
266,1607.3,0.001906,0.000134,21,0.059404
267,2925.66,0.003923,0.000243,21,0.010459
268,1941.86,0.001557,0.000161,21,0.065071
269,251.37,0.003904,2.1e-05,21,0.013213
270,1607.3,0.000434,0.000134,21,0.059404
271,2925.66,0.004193,0.000243,21,0.010459
272,1941.86,0.000686,0.000161,21,0.065071
273,251.37,0.005072,2.1e-05,21,0.013213
274,1607.3,0.001493,0.000134,21,0.059404
275,1607.3,2e-06,0.000134,21,0.059404
276,2925.66,0.004422,0.000243,21,0.010459
277,2925.66,0.000486,0.000243,21,0.010459
278,1941.86,0.00113,0.000161,21,0.065071
279,1941.86,5.8e-05,0.000161,21,0.065071
280,251.37,0.009125,2.1e-05,21,0.013213
281,251.37,4.4e-05,2.1e-05,21,0.013213
282,1607.3,0.000116,0.000134,21,0.059404
283,2925.66,0.000828,0.000243,21,0.010459
284,1941.86,0.000197,0.000161,21,0.065071
285,251.37,0.001244,2.1e-05,21,0.013213
286,1941.86,1e-06,0.000161,21,0.065071
287,464.46,0.004759,3.9e-05,21,0.032723
288,464.46,0.074434,3.9e-05,21,0.032723
289,4855.03,0.000197,0.000403,21,0.059689
290,4855.03,0.0,0.000403,21,0.059689
291,4776.38,0.000765,0.000397,21,0.012094
292,4776.38,3.1e-05,0.000397,21,0.012094
293,23525.39,0.000108,0.001955,21,0.017559
294,23525.39,1e-06,0.001955,21,0.017559
295,12895.16,0.004402,0.001072,21,0.033537
296,12895.16,0.000628,0.001072,21,0.033537
297,2584.69,0.001297,0.000215,21,0.015614
