trade_id,industry_exports_total,destination_share,export_intensity,destination_count,export_concentration_hhi
3847863,71.39,0.001821,0.000374,27,0.08818
3847864,71.39,0.00014,0.000374,27,0.08818
3847865,71.39,0.00056,0.000374,27,0.08818
3847866,71.39,0.003222,0.000374,27,0.08818
3847867,71.39,0.00028,0.000374,27,0.08818
3847868,71.39,0.00028,0.000374,27,0.08818
3847869,71.39,0.00014,0.000374,27,0.08818
3847870,71.39,0.001541,0.000374,27,0.08818
3847871,71.39,0.00014,0.000374,27,0.08818
3847872,71.39,0.00014,0.000374,27,0.08818
3847873,71.39,0.00028,0.000374,27,0.08818
3847874,1116.39,5.4e-05,0.005842,26,0.289026
3847875,1116.39,9e-06,0.005842,26,0.289026
3847876,59002.11,1.1e-05,0.308767,27,0.076102
3847877,59002.11,0.0,0.308767,27,0.076102
3847878,59002.11,1e-06,0.308767,27,0.076102
3847879,59002.11,1e-06,0.308767,27,0.076102
3847880,59002.11,0.0,0.308767,27,0.076102
3847881,59002.11,4e-06,0.308767,27,0.076102
3847882,59002.11,5.7e-05,0.308767,27,0.076102
3847883,59002.11,3e-06,0.308767,27,0.076102
3847884,59002.11,1.1e-05,0.308767,27,0.076102
3847885,59002.11,7e-06,0.308767,27,0.076102
3847886,59002.11,0.0,0.308767,27,0.076102
3847887,59002.11,0.0,0.308767,27,0.076102
3847888,59002.11,8.4e-05,0.308767,27,0.076102
3847889,59002.11,5.4e-05,0.308767,27,0.076102
3847890,59002.11,1e-06,0.308767,27,0.076102
3847891,59002.11,9e-06,0.308767,27,0.076102
3847892,59002.11,1e-06,0.308767,27,0.076102
3847893,59002.11,4e-06,0.308767,27,0.076102
3847894,59002.11,1e-06,0.308767,27,0.076102
3847895,59002.11,4.6e-05,0.308767,27,0.076102
3847896,59002.11,1e-06,0.308767,27,0.076102
3847897,59002.11,0.000385,0.308767,27,0.076102
3847898,59002.11,1.6e-05,0.308767,27,0.076102
3847899,59002.11,1.9e-05,0.308767,27,0.076102
3847900,59002.11,3e-06,0.308767,27,0.076102
3847901,59002.11,1e-06,0.308767,27,0.076102
3847902,59002.11,4e-06,0.308767,27,0.076102
3847903,59002.11,0.0,0.308767,27,0.076102
3847904,59002.11,3e-06,0.308767,27,0.076102
3847905,59002.11,3e-06,0.308767,27,0.076102
3847906,59002.11,6.8e-05,0.308767,27,0.076102
3847907,59002.11,1e-06,0.308767,27,0.076102
3847908,59002.11,2e-06,0.308767,27,0.076102
3847909,59002.11,4e-06,0.308767,27,0.076102
3847910,59002.11,5e-06,0.308767,27,0.076102
3847911,59002.11,5e-06,0.308767,27,0.076102
3847912,59002.11,9e-06,0.308767,27,0.076102
3847913,59002.11,2e-06,0.308767,27,0.076102
3847914,59002.11,1e-06,0.308767,27,0.076102
3847915,59002.11,0.0,0.308767,27,0.076102
