trade_id,region1,region2,industry1,industry2,amount,total_materials_value,materials_count,unique_materials_factors,natural_resource/in_ground,materials_intensity
36128,DE,CN,MOTO1,MOTO1,22844.12,3935.0,1.0,1.0,3935.0,0.172254
117509,DE,NL,SANDC,CONST,86.49,2594.0,1.0,1.0,2594.0,29.991907
111915,DE,NL,CEMEN,CONST,363.72,1932.0,1.0,1.0,1932.0,5.311778
35357,DE,CN,GLASS,CONST,510.91,1930.0,1.0,1.0,1930.0,3.777573
35367,DE,CN,GLASS,GLASS,497.4,1879.0,1.0,1.0,1879.0,3.777644
117549,DE,NL,SANDC,PUBLI,51.74,1551.0,1.0,1.0,1551.0,29.976807
27434,DE,CH,CEMEN,CONST,281.71,1497.0,1.0,1.0,1497.0,5.313975
117504,DE,NL,SANDC,CEMEN,41.39,1241.0,1.0,1.0,1241.0,29.983088
34129,DE,CN,CERAM,CONST,233.5,1174.0,1.0,1.0,1174.0,5.027837
59679,DE,FR,CEMEN,CONST,182.05,967.0,1.0,1.0,967.0,5.311728
101350,DE,KR,MOTO1,MOTO1,5567.19,959.0,1.0,1.0,959.0,0.172259
727,DE,AT,CEMEN,CONST,179.92,956.0,1.0,1.0,956.0,5.313473
35896,DE,CN,MACHI,BASIC,5007.88,928.0,1.0,1.0,928.0,0.185308
13104,DE,BE,GLASS,BUSIN,245.76,928.0,1.0,1.0,928.0,3.776042
16385,DE,BE,SANDC,SANDC,30.04,901.0,1.0,1.0,901.0,29.993342
32501,DE,CH,SANDC,CONST,29.47,884.0,1.0,1.0,884.0,29.996607
129165,DE,PL,SANDC,CONST,29.07,872.0,1.0,1.0,872.0,29.99656
163031,DE,US,CERAM,CONST,166.97,839.0,1.0,1.0,839.0,5.024855
44732,DE,DK,CEMEN,CONST,149.69,795.0,1.0,1.0,795.0,5.310976
35916,DE,CN,MACHI,CONST,4153.34,770.0,1.0,1.0,770.0,0.185393
164165,DE,US,GLASS,GLASS,201.77,762.0,1.0,1.0,762.0,3.776577
66729,DE,GB,CEMEN,CONST,134.28,713.0,1.0,1.0,713.0,5.3098
111910,DE,NL,CEMEN,CEMEN,131.73,700.0,1.0,1.0,700.0,5.3139
34471,DE,CN,COPP1,CONST,1376.02,671.0,1.0,1.0,671.0,0.487638
10962,DE,BE,CEMEN,CONST,124.45,661.0,1.0,1.0,661.0,5.31137
98052,DE,JP,MOTO1,MOTO1,3824.66,659.0,1.0,1.0,659.0,0.172303
165808,DE,US,PREC1,PREC1,255.27,643.0,1.0,1.0,643.0,2.518902
34200,DE,CN,CHEM1,HEALT,2306.75,629.0,1.0,1.0,629.0,0.272678
35933,DE,CN,MACHI,FABRI,3309.71,613.0,1.0,1.0,613.0,0.185213
59676,DE,FR,CEMEN,CEMEN,113.84,605.0,1.0,1.0,605.0,5.314476
111954,DE,NL,CEMEN,REALE,113.46,603.0,1.0,1.0,603.0,5.314648
164153,DE,US,GLASS,CONST,158.27,598.0,1.0,1.0,598.0,3.778353
164756,DE,US,MACHI,CONST,3209.69,595.0,1.0,1.0,595.0,0.185376
165011,DE,US,MOTO1,MOTO1,3442.39,593.0,1.0,1.0,593.0,0.172264
93203,DE,IT,MACHI,MACHI,3179.87,589.0,1.0,1.0,589.0,0.185228
27488,DE,CH,CERAM,CONST,116.93,588.0,1.0,1.0,588.0,5.02865
95540,DE,IT,SANDC,SANDC,19.37,581.0,1.0,1.0,581.0,29.994837
36347,DE,CN,NONME,CONST,564.25,565.0,1.0,1.0,565.0,1.001329
36903,DE,CN,PREC1,PREC1,212.94,536.0,1.0,1.0,536.0,2.517141
61941,DE,FR,GLASS,EDUCA,141.6,535.0,1.0,1.0,535.0,3.778249
62008,DE,FR,GLASS,RESEA,141.36,534.0,1.0,1.0,534.0,3.777589
