trade_id,industry_imports_total,source_share,import_intensity,supplier_count,import_concentration_hhi
81039,10105.44,3e-06,0.024691,48,0.048611
81040,1114.11,9e-06,0.002722,40,0.286937
81041,10105.44,2e-06,0.024691,48,0.048611
81042,4841.37,4e-06,0.011829,48,0.018824
81043,625.47,6.4e-05,0.001528,48,0.062269
81044,127.76,7.8e-05,0.000312,37,0.112469
81045,7838.8,3.2e-05,0.019153,48,0.105711
81046,1481.42,7.4e-05,0.00362,46,0.098973
81047,7008.5,1e-06,0.017124,48,0.015601
81048,15591.12,2e-06,0.038095,48,0.033054
81049,14645.78,2e-06,0.035785,48,0.037145
81050,5052.01,2e-06,0.012344,48,0.036369
81051,29198.91,1e-06,0.071343,48,0.047473
81052,734.18,0.000599,0.001794,45,0.046463
81053,2732.97,4e-06,0.006678,48,0.041032
81054,583.54,1.7e-05,0.001426,45,0.041489
81055,1005.59,0.000109,0.002457,48,0.122529
81056,896.36,3.3e-05,0.00219,48,0.026364
81057,692.62,0.000202,0.001692,48,0.045277
81058,494.6,6.1e-05,0.001208,45,0.101187
81059,738.24,9.5e-05,0.001804,45,0.104513
81060,356.01,0.000112,0.00087,44,0.060571
81061,564.29,0.000904,0.001379,48,0.017125
81062,3872.77,1.8e-05,0.009463,48,0.069606
81063,7008.5,9e-06,0.017124,48,0.015601
81064,8575.71,1.4e-05,0.020953,48,0.043343
81065,1760.46,1.1e-05,0.004301,48,0.015083
81066,6288.64,3.5e-05,0.015365,48,0.027173
81067,9228.85,3.3e-05,0.022549,48,0.021798
81068,8491.87,5.5e-05,0.020749,48,0.026784
81069,2148.57,0.000116,0.00525,48,0.021374
81070,4943.78,6.1e-05,0.012079,48,0.051516
81071,695.22,2.9e-05,0.001699,43,0.052926
81072,2732.97,2.2e-05,0.006678,48,0.041032
81073,2348.47,1.3e-05,0.005738,48,0.033482
81074,434.63,6.9e-05,0.001062,43,0.102959
81075,10105.44,4e-06,0.024691,48,0.048611
81076,9028.72,1.3e-05,0.02206,48,0.021621
81077,12598.55,2e-06,0.030783,48,0.03445
81078,358.71,0.005966,0.000876,38,0.162051
81079,10105.44,0.000318,0.024691,48,0.048611
81080,6581.24,3e-06,0.01608,48,0.031995
81081,7008.5,3e-06,0.017124,48,0.015601
81082,8575.71,2e-06,0.020953,48,0.043343
81083,12981.69,3e-06,0.031719,48,0.633169
81084,1417.66,2.8e-05,0.003464,48,0.021584
81085,9228.85,1.1e-05,0.022549,48,0.021798
