trade_id,factor_id,level
117128,909,1
117357,909,5
117363,909,1
117364,909,3
117367,909,1
117370,909,1
117372,909,1
117373,909,3
117374,909,2
117376,909,4
117377,909,2
117378,909,3
117380,909,1
117382,909,2
117383,909,19
117384,909,9
117385,909,1
117386,909,1
117387,909,1
117389,909,1
117390,909,1
117394,909,1
117398,909,1
117403,909,1
117404,909,1
117405,909,1
117406,909,1
117408,909,1
117411,909,1
117413,909,1
117414,909,5
117415,909,8
117416,909,5
117418,909,2
117419,909,7
117420,909,2
117421,909,1
117422,909,7
117423,909,5
117425,909,2
117426,909,7
117444,909,2
117445,909,1
117446,909,1
117447,909,1
117448,909,1
117449,909,1
117450,909,2
117451,909,1
117452,909,2
117453,909,2
117454,909,1
117455,909,1
117456,909,5
117457,909,1
117458,909,2
117459,909,7
117460,909,8
117461,909,4
117462,909,36
117463,909,1
117464,909,5
117465,909,2
117466,909,3
117467,909,5
117469,909,8
117470,909,13
117472,909,6
117473,909,1
117474,909,1
117475,909,9
117476,909,35
117477,909,13
117478,909,5
117479,909,26
117481,909,33
117482,909,8
117483,909,2
117484,909,15
117485,909,2
117487,909,12
117488,909,6
117489,909,14
117490,909,4
117491,909,1
117492,909,3
117493,909,2
117494,909,5
117495,909,2
117496,909,2
117497,909,6
117498,909,7
117499,909,5
117501,909,11
117502,909,4
117503,909,7
117505,909,2
117506,909,2
117507,909,3
117508,909,58
117509,909,20
117510,909,1
117511,909,8
117512,909,5
117513,909,2
117514,909,15
117515,909,17
117516,909,1
117518,909,2
117519,909,7
117520,909,1
117521,909,1
117522,909,3
117525,909,1
117526,909,1
117528,909,7
117529,909,27
117530,909,4
117531,909,1
117532,909,3
117533,909,22
117534,909,37
117537,909,10
117538,909,9
117539,909,4
117540,909,28
117541,909,20
117542,909,8
117543,909,9
117544,909,14
117545,909,8
117546,909,4
117547,909,5
117548,909,8
117549,909,18
117550,909,24
117551,909,23
117552,909,28
117553,909,17
117554,909,98
117555,909,12
117556,909,38
117557,909,10
117558,909,54
117559,909,73
117560,909,12
117561,909,4
117562,909,8
117563,909,18
117564,909,9
117588,909,1
117590,909,1
117593,909,1
117604,909,1
117607,909,3
117609,909,2
117641,909,2
117650,909,1
117655,909,1
117670,909,1
117691,909,1
117702,909,1
117725,909,1
117726,909,1
117757,909,1
117771,909,1
117785,909,1
117787,909,2
117788,909,1
117790,909,1
117799,909,1
117800,909,1
117805,909,3
117806,909,1
117846,909,3
117862,909,1
117863,909,1
117888,909,1
117889,909,1
117924,909,1
117925,909,5
117941,909,1
117942,909,1
117985,909,1
117986,909,1
118114,909,1
118134,909,6
118148,909,1
118164,909,2
118166,909,11
118169,909,2
118170,909,1
118182,909,20
118186,909,1
118187,909,1
118191,909,1
118205,909,1
118223,909,6
118234,909,1
118254,909,1
118268,909,1
118270,909,1
118273,909,1
118279,909,5
118284,909,5
118285,909,2
118286,909,1
118287,909,1
118289,909,4
118290,909,1
118292,909,3
118295,909,7
118296,909,3
118297,909,2
118298,909,1
118299,909,1
118301,909,1
118302,909,1
118304,909,18
118305,909,25
118306,909,1
118309,909,1
118311,909,1
118314,909,1
118316,909,2
118317,909,1
118319,909,2
118320,909,1
118321,909,1
118323,909,1
118336,909,1
118337,909,1
118339,909,5
118342,909,13
118344,909,4
118346,909,2
118350,909,4
118351,909,4
118352,909,4
118353,909,2
118354,909,1
118355,909,7
118356,909,2
118357,909,3
118358,909,7
118359,909,22
118360,909,13
118361,909,6
118363,909,1
118364,909,4
118435,909,1
118474,909,6
118475,909,1
118476,909,1
118479,909,1
118507,909,1
118509,909,2
118540,909,1
118554,909,1
118556,909,1
118559,909,1
118574,909,1
118575,909,1
118576,909,1
118577,909,12
118584,909,1
118587,909,1
118590,909,36
118591,909,7
118592,909,2
118598,909,1
118600,909,2
118601,909,1
118604,909,2
118607,909,1
118609,909,1
118610,909,2
