trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,material,impact_intensity
5016714,WA,JP,WOODW,CONST,6330.46,17300.0,1.0,1.0,17300.0,2.732819
5017946,WA,JP,FABRI,CONST,7218.94,10045.0,1.0,1.0,10045.0,1.391479
3477698,CN,JP,FABRI,CONST,4857.82,9124.0,1.0,1.0,9124.0,1.878209
4259010,AU,JP,SANDC,GLASS,36.72,8063.0,1.0,1.0,8063.0,219.58061
5597213,WM,JP,CRUDE,GASDI,30351.0,7931.0,1.0,1.0,7931.0,0.261309
3477539,CN,JP,LEAD1,BASIC,372.78,7498.0,1.0,1.0,7498.0,20.11374
5018115,WA,JP,MOTO1,MOTO1,7005.09,7009.0,1.0,1.0,7009.0,1.000558
3477564,CN,JP,COPP1,COPP1,317.39,6907.0,1.0,1.0,6907.0,21.76187
3477158,CN,JP,CHEM1,HEALT,3979.36,6663.0,1.0,1.0,6663.0,1.67439
3477801,CN,JP,ELECT,MOTO1,3439.37,6155.0,1.0,1.0,6155.0,1.789572
4259018,AU,JP,SANDC,CONST,27.45,6028.0,1.0,1.0,6028.0,219.599271
4258993,AU,JP,COPPE,COPP1,321.68,5473.0,1.0,1.0,5473.0,17.013803
3477102,CN,JP,CHEM1,PLAST,3267.35,5471.0,1.0,1.0,5471.0,1.674446
3477866,CN,JP,RADIO,OFFIC,729.18,5406.0,1.0,1.0,5406.0,7.413807
4258953,AU,JP,BITUM,ELEC1,14384.04,5205.0,1.0,1.0,5205.0,0.361859
4258998,AU,JP,PRECI,PREC1,331.68,5089.0,1.0,1.0,5089.0,15.343102
4259014,AU,JP,SANDC,NONME,20.72,4548.0,1.0,1.0,4548.0,219.498069
5597209,WM,JP,CRUDE,MOTOR,17382.62,4542.0,1.0,1.0,4542.0,0.261295
5017284,WA,JP,PLAST,RUBBE,1347.49,4193.0,1.0,1.0,4193.0,3.111711
5017721,WA,JP,BASIC,BASIC,1432.85,4124.0,1.0,1.0,4124.0,2.87818
3477967,CN,JP,MOTO1,MOTO1,3189.4,3514.0,1.0,1.0,3514.0,1.101775
3727673,KR,JP,PREC1,FURNI,582.86,3450.0,1.0,1.0,3450.0,5.919089
3477868,CN,JP,RADIO,RADIO,461.37,3420.0,1.0,1.0,3420.0,7.412706
3477493,CN,JP,PREC1,FURNI,90.24,3259.0,1.0,1.0,3259.0,36.114805
5017611,WA,JP,CERAM,CONST,1323.89,3232.0,1.0,1.0,3232.0,2.44129
5018184,WA,JP,FURNI,FURNI,1374.62,3214.0,1.0,1.0,3214.0,2.338101
4258946,AU,JP,BITUM,BASIC,8851.73,3203.0,1.0,1.0,3203.0,0.36185
4792493,ID,JP,RUBBE,MOTO1,248.16,3145.0,1.0,1.0,3145.0,12.673275
3478038,CN,JP,FURNI,FURNI,2870.03,3129.0,1.0,1.0,3129.0,1.090233
5016302,WA,JP,MEAT4,HOTEL,1894.63,2821.0,1.0,1.0,2821.0,1.488945
3477257,CN,JP,RUBBE,MOTO1,1864.49,2816.0,1.0,1.0,2816.0,1.510333
5017782,WA,JP,LEAD1,BASIC,815.26,2810.0,1.0,1.0,2810.0,3.446753
5018216,WA,JP,FURNI,EDUCA,1184.17,2769.0,1.0,1.0,2769.0,2.338347
3478071,CN,JP,FURNI,EDUCA,2472.4,2695.0,1.0,1.0,2695.0,1.090034
5018839,WA,JP,AIRTR,EDUCA,2312.93,2658.0,1.0,1.0,2658.0,1.149192
5597214,WM,JP,CRUDE,HEAVY,8635.13,2257.0,1.0,1.0,2257.0,0.261374
3727640,KR,JP,BASIC,BASIC,3106.21,2232.0,1.0,1.0,2232.0,0.718561
5018335,WA,JP,WHOLE,WHOLE,3853.03,2216.0,1.0,1.0,2216.0,0.575132
5597212,WM,JP,CRUDE,KERO1,8323.21,2175.0,1.0,1.0,2175.0,0.261317
3476259,CN,JP,TEXTI,WEARI,3202.51,2168.0,1.0,1.0,2168.0,0.676969
5017418,WA,JP,CHEM1,HEALT,184.37,2086.0,1.0,1.0,2086.0,11.314205
3831398,BR,JP,ALUM1,FABRI,300.83,2005.0,1.0,1.0,2005.0,6.664894
5597218,WM,JP,CRUDE,NAPHT,7475.34,1953.0,1.0,1.0,1953.0,0.261259
5016295,WA,JP,MEAT4,WEARI,1293.3,1926.0,1.0,1.0,1926.0,1.489214
4259011,AU,JP,SANDC,CERAM,8.6,1888.0,1.0,1.0,1888.0,219.534884
3727667,KR,JP,PREC1,FOUND,316.94,1876.0,1.0,1.0,1876.0,5.919101
4259004,AU,JP,SANDC,CHEMI,8.31,1824.0,1.0,1.0,1824.0,219.494585
5017724,WA,JP,BASIC,FABRI,631.32,1817.0,1.0,1.0,1817.0,2.878097
4791808,ID,JP,BITUM,ELEC1,1658.56,1799.0,1.0,1.0,1799.0,1.084676
3216846,US,JP,CEREA,FOOD5,4820.54,1776.0,1.0,1.0,1776.0,0.368423
3477487,CN,JP,PREC1,FOUND,49.07,1772.0,1.0,1.0,1772.0,36.111677
4258997,AU,JP,PRECI,NONME,114.61,1758.0,1.0,1.0,1758.0,15.338976
5018700,WA,JP,SEACO,LANDT,8805.71,1721.0,1.0,1.0,1721.0,0.195441
5017378,WA,JP,CHEM1,PLAST,151.38,1713.0,1.0,1.0,1713.0,11.315894
3477518,CN,JP,ALUM1,FABRI,688.11,1701.0,1.0,1.0,1701.0,2.471988
4792478,ID,JP,RUBBE,RUBBE,133.43,1691.0,1.0,1.0,1691.0,12.673312
5182453,WL,JP,CHEM1,HEALT,153.65,1689.0,1.0,1.0,1689.0,10.992515
5017518,WA,JP,RUBBE,MOTO1,1740.35,1669.0,1.0,1.0,1669.0,0.959002
3477838,CN,JP,ELECT,RESEA,931.3,1667.0,1.0,1.0,1667.0,1.789971
4792399,ID,JP,PLAST,RUBBE,119.35,1665.0,1.0,1.0,1665.0,13.950566
3477819,CN,JP,ELECT,CONST,924.34,1654.0,1.0,1.0,1654.0,1.789385
3477431,CN,JP,NONME,CONST,763.67,1654.0,1.0,1.0,1654.0,2.165857
3477567,CN,JP,COPP1,FABRI,74.28,1616.0,1.0,1.0,1616.0,21.75552
3477983,CN,JP,TRANS,PUBLI,1063.58,1606.0,1.0,1.0,1606.0,1.509995
5016305,WA,JP,MEAT4,EDUCA,1056.79,1573.0,1.0,1.0,1573.0,1.48847
5016316,WA,JP,VEGE1,FOOD5,793.93,1559.0,1.0,1.0,1559.0,1.963649
5018131,WA,JP,TRANS,PUBLI,720.26,1545.0,1.0,1.0,1545.0,2.145059
3477569,CN,JP,COPP1,ELECT,70.8,1541.0,1.0,1.0,1541.0,21.765537
4792894,ID,JP,ELECT,MOTO1,268.89,1528.0,1.0,1.0,1528.0,5.682621
3477240,CN,JP,RUBBE,RUBBE,1002.46,1514.0,1.0,1.0,1514.0,1.510285
3476258,CN,JP,TEXTI,TEXTI,2230.99,1510.0,1.0,1.0,1510.0,0.67683
5016292,WA,JP,MEAT4,FOOD5,995.3,1482.0,1.0,1.0,1482.0,1.488998
3477154,CN,JP,CHEM1,RESEA,863.32,1446.0,1.0,1.0,1446.0,1.674929
5182413,WL,JP,CHEM1,PLAST,126.15,1387.0,1.0,1.0,1387.0,10.994847
5017925,WA,JP,FABRI,FABRI,981.71,1366.0,1.0,1.0,1366.0,1.39145
5016713,WA,JP,WOODW,FURNI,495.83,1355.0,1.0,1.0,1355.0,2.732791
5597845,WM,JP,GASDI,LANDT,1317.18,1326.0,1.0,1.0,1326.0,1.006696
3947233,IN,JP,TRANS,PUBLI,190.95,1322.0,1.0,1.0,1322.0,6.923278
3477461,CN,JP,BASIC,BASIC,944.45,1303.0,1.0,1.0,1303.0,1.379639
3479093,CN,JP,PRIVA,NONFE,1721.08,1298.0,1.0,1.0,1298.0,0.754178
5016687,WA,JP,WOODW,WOODW,473.8,1295.0,1.0,1.0,1295.0,2.733221
5019682,WA,JP,BUSIN,REALE,2767.62,1262.0,1.0,1.0,1262.0,0.455987
5017026,WA,JP,GASDI,LANDT,738.79,1255.0,1.0,1.0,1255.0,1.698724
5016280,WA,JP,MEAT1,HOTEL,746.5,1245.0,1.0,1.0,1245.0,1.667783
3477678,CN,JP,FABRI,FABRI,660.62,1241.0,1.0,1.0,1241.0,1.878538
3477751,CN,JP,ELECT,SANDC,691.76,1238.0,1.0,1.0,1238.0,1.789638
5597677,WM,JP,KEROS,AIRTR,912.11,1228.0,1.0,1.0,1228.0,1.346329
3477350,CN,JP,CERAM,CONST,521.94,1205.0,1.0,1.0,1205.0,2.308694
5018213,WA,JP,FURNI,RESEA,511.89,1197.0,1.0,1.0,1197.0,2.338393
4259015,AU,JP,SANDC,BASIC,5.4,1185.0,1.0,1.0,1185.0,219.444444
3218665,US,JP,TRANS,PUBLI,2280.47,1184.0,1.0,1.0,1184.0,0.519191
5017838,WA,JP,NONF1,COPP1,644.73,1181.0,1.0,1.0,1181.0,1.831775
3478068,CN,JP,FURNI,RESEA,1068.77,1165.0,1.0,1.0,1165.0,1.090038
5016294,WA,JP,MEAT4,TEXTI,773.03,1151.0,1.0,1.0,1151.0,1.488946
5016760,WA,JP,PAPER,PRINT,291.76,1129.0,1.0,1.0,1129.0,3.869619
5016190,WA,JP,ANTHR,COKEO,462.33,1126.0,1.0,1.0,1126.0,2.43549
5017760,WA,JP,ALUM1,FABRI,703.26,1112.0,1.0,1.0,1112.0,1.581208
3477870,CN,JP,RADIO,MOTO1,149.72,1110.0,1.0,1.0,1110.0,7.413839
4791801,ID,JP,BITUM,BASIC,1020.66,1107.0,1.0,1.0,1107.0,1.084592
5016948,WA,JP,KEROS,AIRTR,648.61,1100.0,1.0,1.0,1100.0,1.695934
3477105,CN,JP,CHEM1,CHEM1,655.01,1097.0,1.0,1.0,1097.0,1.674784
5016445,WA,JP,TEXTI,WEARI,1114.27,1076.0,1.0,1.0,1076.0,0.965655
4258945,AU,JP,BITUM,NONME,2898.07,1049.0,1.0,1.0,1049.0,0.361965
5019667,WA,JP,BUSIN,CONST,2298.94,1048.0,1.0,1.0,1048.0,0.455862
3476984,CN,JP,PLAST,RUBBE,1068.85,1047.0,1.0,1.0,1047.0,0.979557
3727669,KR,JP,PREC1,ELECT,176.88,1047.0,1.0,1.0,1047.0,5.919267
4792474,ID,JP,RUBBE,PRINT,82.58,1047.0,1.0,1.0,1047.0,12.678615
3477575,CN,JP,COPP1,CONST,47.75,1039.0,1.0,1.0,1039.0,21.759162
5018830,WA,JP,AIRTR,POSTT,904.4,1039.0,1.0,1.0,1039.0,1.148828
5017932,WA,JP,FABRI,FURNI,731.0,1017.0,1.0,1.0,1017.0,1.391245
