trade_id,factor_id,level
5014484,901,576446.764
5014484,902,58.121
5014484,903,26.718
5014485,901,41574.649
5014485,902,4.192
5014485,903,1.927
5014486,901,33506.237
5014486,902,3.378
5014486,903,1.553
5014487,901,11613.489
5014487,902,1.171
5014487,903,0.538
5014488,901,13869.221
5014488,902,1.398
5014488,903,0.643
5014489,901,9527.474
5014489,902,0.961
5014489,903,0.442
5014490,901,24266.043
5014490,902,2.447
5014490,903,1.125
5014491,901,21212.015
5014491,902,2.139
5014491,903,0.983
5014492,901,1682916.625
5014492,902,169.681
5014492,903,78.003
5014493,901,901371.223
5014493,902,90.881
5014493,903,41.778
5014494,901,501924.693
5014494,902,50.607
5014494,903,23.264
5014495,901,10718.896
5014495,902,1.081
5014495,903,0.497
5014496,901,7336.966
5014496,902,0.74
5014496,903,0.34
5014497,901,161869.117
5014497,902,16.321
5014497,903,7.503
5014498,901,6686.175
5014498,902,0.674
5014498,903,0.31
5014499,901,7606.017
5014499,902,0.767
5014499,903,0.353
5014500,901,26476.331
5014500,902,2.669
5014500,903,1.227
5014501,901,22770.114
5014501,902,2.296
5014501,903,1.055
5014502,901,412407.539
5014502,902,41.581
5014502,903,19.115
5014503,901,22762.94
5014503,902,2.295
5014503,903,1.055
5014504,901,52936.125
5014504,902,5.337
5014504,903,2.454
5014505,901,6631977.135
5014505,902,668.673
5014505,903,307.39
5014506,901,216911.831
5014506,902,21.87
5014506,903,10.054
5014507,901,519109.473
5014507,902,52.34
5014507,903,24.061
5014508,901,61857.179
5014508,902,6.237
5014508,903,2.867
5014509,901,4834.639
5014509,902,0.487
5014509,903,0.224
5014510,901,102000.659
5014510,902,10.284
5014510,903,4.728
5014511,901,113673.713
5014511,902,11.461
5014511,903,5.269
5014512,901,482572.482
5014512,902,48.656
5014512,903,22.367
5014513,901,365649.683
5014513,902,36.867
5014513,903,16.948
5014514,901,639540.847
5014514,902,64.482
5014514,903,29.643
5014515,901,4970.126
5014515,902,0.501
5014515,903,0.23
5014516,901,7098.864
5014516,902,0.716
5014516,903,0.329
5014517,901,8586.119
5014517,902,0.866
5014517,903,0.398
5014518,901,33922.867
5014518,902,3.77
5014518,903,1.788
5014519,901,6092.234
5014519,902,0.677
5014519,903,0.321
5014520,901,13430.849
5014520,902,1.493
5014520,903,0.708
5014521,901,8726.411
5014521,902,0.97
5014521,903,0.46
5014522,901,62690.407
5014522,902,6.968
5014522,903,3.303
5014523,901,8955.925
5014523,902,0.604
5014523,903,0.175
5014524,901,63022.27
5014524,902,4.249
5014524,903,1.229
5014525,901,13591.086
5014525,902,0.916
5014525,903,0.265
5014526,901,14795.464
5014526,902,0.998
5014526,903,0.288
5014527,901,13641.904
5014527,902,0.92
5014527,903,0.266
5014528,901,36701.1
5014528,902,2.475
5014528,903,0.716
5014529,901,799931.414
5014529,902,53.934
5014529,903,15.597
5014530,901,23392.47
5014530,902,1.577
5014530,903,0.456
5014531,901,30203.865
5014531,902,2.036
5014531,903,0.589
5014532,901,25382.666
5014532,902,1.711
5014532,903,0.495
5014533,901,9791.353
5014533,902,0.66
5014533,903,0.191
5014534,901,21560.348
5014534,902,1.454
5014534,903,0.42
5014535,901,16214.044
5014535,902,1.093
5014535,903,0.316
5014536,901,25447.541
5014536,902,1.716
5014536,903,0.496
5014537,901,201269.941
5014537,902,25.53
5014537,903,7.191
5014538,901,98791.626
5014538,902,12.531
5014538,903,3.53
5014539,901,62266.803
5014539,902,7.898
5014539,903,2.225
5014540,901,10589.852
5014540,902,1.343
5014540,903,0.378
5014541,901,7779.704
5014541,902,0.987
5014541,903,0.278
5014542,901,333528.913
5014542,902,42.306
5014542,903,11.917
5014543,901,9569.548
5014543,902,1.214
5014543,903,0.342
5014544,901,7713.2
5014544,902,0.978
5014544,903,0.276
5014545,901,5549.837
5014545,902,0.704
5014545,903,0.198
5014546,901,4893.434
5014546,902,0.621
5014546,903,0.175
5014547,901,395491.491
5014547,902,50.165
5014547,903,14.131
5014548,901,209338.479
5014548,902,26.553
5014548,903,7.48
5014549,901,119272.689
5014549,902,15.129
5014549,903,4.262
5014550,901,61058.912
5014550,902,7.745
5014550,903,2.182
5014551,901,65733.186
5014551,902,8.338
5014551,903,2.349
5014552,901,91886.281
5014552,902,11.655
5014552,903,3.283
5014553,901,12315.222
5014553,902,1.562
5014553,903,0.44
5014554,901,3929.479
5014554,902,0.498
5014554,903,0.14
5014555,901,33555.142
5014555,902,4.256
5014555,903,1.199
5014556,901,25410.653
5014556,902,3.223
5014556,903,0.908
5014557,901,12641.339
5014557,902,1.603
5014557,903,0.452
5014558,901,172006.707
5014558,902,21.818
5014558,903,6.146
5014559,901,6703.936
5014559,902,0.85
5014559,903,0.24
5014560,901,5333.482
5014560,902,0.677
5014560,903,0.191
5014561,901,7122.392
5014561,902,0.903
5014561,903,0.254
5014562,901,90487.172
5014562,902,11.478
5014562,903,3.233
5014563,901,58135.645
5014563,902,7.374
5014563,903,2.077
5014564,901,20798.064
5014564,902,2.638
5014564,903,0.743
5014565,901,197452.334
5014565,902,19.533
5014565,903,6.134
5014566,901,623860.923
5014566,902,61.716
5014566,903,19.38
5014567,901,4717.802
5014567,902,0.467
5014567,903,0.147
5014568,901,6961.462
5014568,902,0.689
5014568,903,0.216
5014569,901,1005976.399
5014569,902,99.518
5014569,903,31.25
5014570,901,135579.781
5014570,902,13.412
5014570,903,4.212
5014571,901,6157.495
5014571,902,0.609
5014571,903,0.191
5014572,901,494447.705
5014572,902,48.914
5014572,903,15.36
5014573,901,10724.877
5014573,902,1.061
5014573,903,0.333
5014574,901,5363.634
5014574,902,0.531
5014574,903,0.167
5014575,901,66449.125
5014575,902,6.574
5014575,903,2.064
5014576,901,5802.469
5014576,902,0.574
5014576,903,0.18
5014577,901,39547.237
5014577,902,3.912
5014577,903,1.229
5014578,901,5822.987
5014578,902,0.576
5014578,903,0.181
5014579,901,102249.061
5014579,902,10.115
5014579,903,3.176
5014580,901,5330.516
5014580,902,0.527
5014580,903,0.166
5014581,901,8380.448
5014581,902,0.829
5014581,903,0.26
5014582,901,20897.158
5014582,902,2.067
5014582,903,0.649
5014583,901,40535.805
5014583,902,4.01
5014583,903,1.259
5014584,901,6740.866
5014584,902,0.667
5014584,903,0.209
5014585,901,148882.441
5014585,902,15.929
5014585,903,4.983
5014586,901,9525.573
5014586,902,1.019
5014586,903,0.319
5014587,901,8444.394
5014587,902,0.903
5014587,903,0.283
5014588,901,8532.797
5014588,902,0.913
5014588,903,0.286
5014589,901,12072.038
5014589,902,1.292
5014589,903,0.404
5014590,901,2335.883
5014590,902,0.403
5014590,903,0.085
5014591,901,96250.823
5014591,902,16.585
5014591,903,3.486
5014592,901,4988.702
5014592,902,0.86
5014592,903,0.181
5014593,901,119489.667
5014593,902,9.962
5014593,903,2.302
5014594,901,23986.403
5014594,902,2.0
5014594,903,0.462
5014595,901,73953.232
5014595,902,6.166
5014595,903,1.425
5014596,901,3717.84
5014596,902,0.31
5014596,903,0.072
5014597,901,2970.307
5014597,902,0.248
5014597,903,0.057
5014598,901,14746.823
5014598,902,1.23
5014598,903,0.284
5014599,901,5657.281
5014599,902,0.472
5014599,903,0.109
5014600,901,6036219.298
5014600,902,503.264
5014600,903,116.289
5014601,901,24481784.632
5014601,902,2041.147
5014601,903,471.647
5014602,901,317846.132
5014602,902,26.5
5014602,903,6.123
5014603,901,4679.746
5014603,902,0.39
5014603,903,0.09
5014604,901,9273.681
5014604,902,0.773
5014604,903,0.179
5014605,901,5855865.805
5014605,902,488.228
5014605,903,112.814
5014606,901,14485.596
5014606,902,1.208
5014606,903,0.279
5014607,901,34706.979
5014607,902,2.894
5014607,903,0.669
5014608,901,22064.933
5014608,902,1.84
5014608,903,0.425
5014609,901,4819.944
5014609,902,0.402
5014609,903,0.093
5014610,901,15586.668
5014610,902,1.3
