trade_id,region1,region2,industry1,industry2,amount,total_employment_value,employment_count
1835,AU,AU,CONST,CONST,109394.77,0,0
3789,AU,AU,FINAN,REALE,67074.16,0,0
6443,AU,AU,NATUR,NATUR,34943.62,0,0
428,AU,AU,AUXIL,CONST,30700.31,0,0
9098,AU,AU,RESEA,RESEA,27144.91,0,0
1051,AU,AU,BUSIN,CONST,26580.19,0,0
9489,AU,AU,SALEM,LANDT,20819.45,0,0
2356,AU,AU,DIST1,DIST1,20208.52,0,0
1903,AU,AU,CONST,REALE,14707.9,0,0
3742,AU,AU,FINAN,INSUR,13119.94,0,0
2191,AU,AU,CRUDE,MOTOR,11695.55,0,0
1042,AU,AU,BUSIN,BUSIN,11408.7,0,0
9455,AU,AU,SALEM,CONST,10915.76,0,0
8716,AU,AU,REALE,CONST,9822.4,0,0
1246,AU,AU,CEMEN,CONST,9023.35,0,0
10883,AU,AU,WHOLE,WHOLE,8713.59,0,0
5166,AU,AU,KEROS,AIRTR,8507.95,0,0
9937,AU,AU,SUPPO,BITUM,7660.41,0,0
878,AU,AU,BITUM,ELEC1,7562.38,0,0
2185,AU,AU,CRUDE,GASDI,7003.61,0,0
3728,AU,AU,FINAN,FINAN,6965.92,0,0
6373,AU,AU,NATUR,ALUM1,6874.49,0,0
5239,AU,AU,LANDT,LANDT,6713.99,0,0
7983,AU,AU,PRECI,PREC1,6576.17,0,0
8328,AU,AU,PUBLI,PUBLI,6562.03,0,0
3710,AU,AU,FINAN,CONST,5996.78,0,0
1185,AU,AU,CATTL,MEATC,5909.62,0,0
2188,AU,AU,CRUDE,KEROS,5539.13,0,0
1711,AU,AU,COMPU,COMPU,5415.34,0,0
6386,AU,AU,NATUR,CEMEN,5189.17,0,0
9211,AU,AU,RETA1,RETA1,5163.26,0,0
7770,AU,AU,POSTT,POSTT,5139.49,0,0
6446,AU,AU,NATUR,NONF1,4777.43,0,0
8622,AU,AU,RAWMI,DAIRY,4690.05,0,0
5274,AU,AU,LANDT,PUBLI,4337.34,0,0
1730,AU,AU,COMPU,FINAN,4294.12,0,0
7777,AU,AU,POSTT,PUBLI,4248.43,0,0
9328,AU,AU,RUBBE,CONST,4205.99,0,0
4813,AU,AU,HOTEL,BUSIN,4158.25,0,0
10022,AU,AU,SUPPO,PUBLI,4029.33,0,0
459,AU,AU,AUXIL,INSUR,3982.57,0,0
4902,AU,AU,HOTEL,RESEA,3871.27,0,0
10861,AU,AU,WHOLE,REALE,3705.46,0,0
1702,AU,AU,COMPU,BUSIN,3640.61,0,0
9089,AU,AU,RESEA,PUBLI,3490.94,0,0
7565,AU,AU,PLANT,PLANT,3367.97,0,0
7704,AU,AU,POSTT,CONST,3354.8,0,0
8788,AU,AU,REALE,REALE,3333.74,0,0
1077,AU,AU,BUSIN,HEALT,3317.53,0,0
9949,AU,AU,SUPPO,CONST,3255.01,0,0
500,AU,AU,AUXIL,PUBLI,3112.34,0,0
6404,AU,AU,NATUR,ELEC2,2937.82,0,0
9524,AU,AU,SALEM,PUBLI,2936.12,0,0
8899,AU,AU,RECRE,RECRE,2868.42,0,0
3699,AU,AU,FINAN,BUSIN,2838.46,0,0
8092,AU,AU,PRINT,PUBLI,2818.94,0,0
1050,AU,AU,BUSIN,COMPU,2737.86,0,0
1719,AU,AU,COMPU,EDUCA,2729.46,0,0
2421,AU,AU,DIST1,PRECI,2686.06,0,0
8723,AU,AU,REALE,EDUCA,2658.4,0,0
7695,AU,AU,POSTT,BUSIN,2652.06,0,0
2190,AU,AU,CRUDE,LIQUE,2651.0,0,0
2343,AU,AU,DIST1,CHEM1,2618.88,0,0
553,AU,AU,BASIC,CONST,2581.43,0,0
6455,AU,AU,NATUR,PFERT,2558.56,0,0
