trade_id,industry_exports_total,destination_share,export_intensity,destination_count,export_concentration_hhi
3562884,460.3,0.000587,0.003617,42,0.067312
3562885,460.3,2.2e-05,0.003617,42,0.067312
3562886,460.3,2.2e-05,0.003617,42,0.067312
3562887,460.3,0.001456,0.003617,42,0.067312
3562888,460.3,0.001412,0.003617,42,0.067312
3562889,460.3,0.00013,0.003617,42,0.067312
3562890,460.3,0.000565,0.003617,42,0.067312
3562891,460.3,0.00013,0.003617,42,0.067312
3562892,460.3,4.3e-05,0.003617,42,0.067312
3562893,6026.2,6.5e-05,0.047347,47,0.024126
3562894,6026.2,2.5e-05,0.047347,47,0.024126
3562895,6026.2,1.7e-05,0.047347,47,0.024126
3562896,6026.2,3e-06,0.047347,47,0.024126
3562897,6026.2,2e-06,0.047347,47,0.024126
3562898,6026.2,8.5e-05,0.047347,47,0.024126
3562899,6026.2,3e-06,0.047347,47,0.024126
3562900,6026.2,3e-06,0.047347,47,0.024126
3562901,6026.2,2e-06,0.047347,47,0.024126
3562902,6026.2,2e-06,0.047347,47,0.024126
3562903,6026.2,0.000237,0.047347,47,0.024126
3562904,6026.2,0.000105,0.047347,47,0.024126
3562905,6026.2,3e-05,0.047347,47,0.024126
3562906,6026.2,1.8e-05,0.047347,47,0.024126
3562907,6026.2,1.5e-05,0.047347,47,0.024126
3562908,6026.2,3.8e-05,0.047347,47,0.024126
3562909,6026.2,1e-05,0.047347,47,0.024126
3562910,6026.2,7e-06,0.047347,47,0.024126
3562911,6026.2,3e-06,0.047347,47,0.024126
3562912,6026.2,5e-05,0.047347,47,0.024126
3562913,6026.2,2e-06,0.047347,47,0.024126
3562914,6026.2,2e-06,0.047347,47,0.024126
3562915,6026.2,2e-06,0.047347,47,0.024126
3562916,6026.2,1.2e-05,0.047347,47,0.024126
3562917,6026.2,1.5e-05,0.047347,47,0.024126
3562918,6026.2,7e-06,0.047347,47,0.024126
3562919,58.19,0.000172,0.000457,18,0.43818
3562920,2361.62,0.000114,0.018555,34,0.085446
3562921,2361.62,1.3e-05,0.018555,34,0.085446
3562922,2361.62,0.000127,0.018555,34,0.085446
3562923,2361.62,1.7e-05,0.018555,34,0.085446
3562924,2361.62,0.000678,0.018555,34,0.085446
3562925,2361.62,5.1e-05,0.018555,34,0.085446
3562926,2361.62,0.000106,0.018555,34,0.085446
3562927,2361.62,1.3e-05,0.018555,34,0.085446
3562928,2361.62,4.7e-05,0.018555,34,0.085446
3562929,2361.62,8e-06,0.018555,34,0.085446
3562930,2361.62,1.7e-05,0.018555,34,0.085446
3562931,2361.62,0.000584,0.018555,34,0.085446
3562932,2361.62,8e-06,0.018555,34,0.085446
3562933,2361.62,2.5e-05,0.018555,34,0.085446
3562934,2361.62,4e-06,0.018555,34,0.085446
3562935,2361.62,1.3e-05,0.018555,34,0.085446
3562936,2361.62,4e-06,0.018555,34,0.085446
3562937,2361.62,1.3e-05,0.018555,34,0.085446
3562938,2361.62,0.000102,0.018555,34,0.085446
3562939,2361.62,1.3e-05,0.018555,34,0.085446
3562940,2361.62,8e-06,0.018555,34,0.085446
3562941,3354.25,6e-06,0.026354,37,0.058156
3562942,2585.81,4.6e-05,0.020316,46,0.040884
3562943,2585.81,0.000131,0.020316,46,0.040884
3562944,2585.81,4.6e-05,0.020316,46,0.040884
3562945,2585.81,4e-06,0.020316,46,0.040884
3562946,2585.81,4e-06,0.020316,46,0.040884
3562947,2585.81,3.9e-05,0.020316,46,0.040884
3562948,2585.81,2.3e-05,0.020316,46,0.040884
3562949,2585.81,2.3e-05,0.020316,46,0.040884
3562950,2585.81,1.5e-05,0.020316,46,0.040884
3562951,2585.81,4e-06,0.020316,46,0.040884
3562952,2585.81,4e-06,0.020316,46,0.040884
3562953,2585.81,3.1e-05,0.020316,46,0.040884
3562954,2585.81,8e-06,0.020316,46,0.040884
3562955,2585.81,0.000816,0.020316,46,0.040884
3562956,2585.81,0.000162,0.020316,46,0.040884
3562957,2585.81,9.3e-05,0.020316,46,0.040884
3562958,2585.81,1.2e-05,0.020316,46,0.040884
3562959,2585.81,8e-06,0.020316,46,0.040884
3562960,2585.81,7e-05,0.020316,46,0.040884
3562961,2585.81,5.4e-05,0.020316,46,0.040884
3562962,2585.81,8e-06,0.020316,46,0.040884
3562963,2585.81,8e-06,0.020316,46,0.040884
3562964,2585.81,1.5e-05,0.020316,46,0.040884
3562965,2585.81,8.1e-05,0.020316,46,0.040884
3562966,2585.81,1.2e-05,0.020316,46,0.040884
3562967,2585.81,4e-06,0.020316,46,0.040884
3562968,2585.81,3.5e-05,0.020316,46,0.040884
3562969,2585.81,2.3e-05,0.020316,46,0.040884
3562970,2585.81,0.000773,0.020316,46,0.040884
3562971,2585.81,8e-06,0.020316,46,0.040884
3562972,2585.81,4e-06,0.020316,46,0.040884
3562973,2585.81,8e-06,0.020316,46,0.040884
3562974,2585.81,4e-06,0.020316,46,0.040884
3562975,2585.81,1.9e-05,0.020316,46,0.040884
3562976,2585.81,9.3e-05,0.020316,46,0.040884
3562977,2585.81,2.7e-05,0.020316,46,0.040884
3562978,2585.81,8e-06,0.020316,46,0.040884
3562979,2585.81,1.5e-05,0.020316,46,0.040884
3562980,2585.81,0.000135,0.020316,46,0.040884
3562981,2585.81,1.9e-05,0.020316,46,0.040884
