trade_id,industry_imports_total,source_share,import_intensity,supplier_count,import_concentration_hhi
22567,400.76,0.000274,0.000655,48,0.029413
22568,877.58,6.8e-05,0.001434,48,0.012924
22569,1142.44,9.6e-05,0.001867,48,0.011853
22570,840.58,0.000107,0.001373,48,0.020567
22571,2049.56,9.3e-05,0.003349,48,0.073305
22572,630.04,0.000143,0.001029,48,0.043651
22573,203.46,0.000491,0.000332,48,0.012091
22574,443.68,0.000248,0.000725,48,0.023292
22575,3699.95,3.5e-05,0.006045,48,0.018377
22576,218.71,0.000229,0.000357,48,0.014773
22577,18415.61,0.000365,0.030088,48,0.00958
22578,4149.27,0.000255,0.006779,48,0.009768
22579,9676.48,4e-06,0.01581,48,0.012509
22580,10926.3,6e-06,0.017852,48,0.03692
22581,534.92,0.000467,0.000874,48,0.011619
22582,103240.87,0.0,0.168677,48,0.015201
22583,37932.2,0.0,0.061974,48,0.013713
22584,12742.21,5e-06,0.020818,48,0.007467
22585,8758.61,1e-06,0.01431,48,0.00827
22586,6853.16,0.000118,0.011197,48,0.006526
22587,6701.71,7e-06,0.010949,48,0.012615
22588,9797.77,1e-06,0.016008,48,0.064491
22589,13168.37,3e-06,0.021515,48,0.00817
22590,26808.12,1.5e-05,0.0438,48,0.035256
22591,8710.23,0.000104,0.014231,48,0.009274
22592,3342.24,1.2e-05,0.005461,48,0.017796
22593,13086.36,4.9e-05,0.021381,48,0.023005
22594,1141.31,1.8e-05,0.001865,48,0.011625
22595,3723.24,1.1e-05,0.006083,48,0.014687
22596,2117.57,1.4e-05,0.00346,48,0.019288
22597,320.21,0.00128,0.000523,48,0.027589
22598,180.62,0.000443,0.000295,48,0.191253
22599,279.01,0.000215,0.000456,48,0.015662
22600,877.58,0.001709,0.001434,48,0.012924
22601,334.97,0.004986,0.000547,48,0.010441
22602,102.64,0.00039,0.000168,48,0.015197
22603,87.61,0.000228,0.000143,43,0.150456
22604,1142.44,0.001908,0.001867,48,0.011853
