trade_id,region1,region2,industry1,industry2,amount,total_employment_value,employment_count
89146,WM,KR,CRUDE,GASDI,22168.44,0,0
89153,WM,KR,CRUDE,NAPHT,9854.37,0,0
89149,WM,KR,CRUDE,KEROS,9336.67,0,0
89152,WM,KR,CRUDE,MOTOR,8607.08,0,0
1873,AU,KR,BITUM,CEMEN,7519.26,0,0
75532,US,KR,CRUDE,GASDI,6612.34,0,0
21179,DE,KR,MOTO1,MOTO1,5567.19,0,0
89147,WM,KR,CRUDE,HEAVY,5129.33,0,0
13675,CN,KR,BASIC,CONST,4522.09,0,0
14127,CN,KR,CHEM1,PLAST,4361.5,0,0
13661,CN,KR,BASIC,BASIC,3909.05,0,0
48028,JP,KR,BASIC,CONST,3851.71,0,0
76752,US,KR,MOTO1,MOTO1,3449.77,0,0
81186,WA,KR,OFFIC,OFFIC,3444.95,0,0
15915,CN,KR,OFFIC,OFFIC,3373.51,0,0
48014,JP,KR,BASIC,BASIC,3329.55,0,0
16882,CN,KR,TEXTI,TEXTI,3250.29,0,0
1879,AU,KR,BITUM,NONME,3143.33,0,0
79151,WA,KR,CRUDE,GASDI,2962.41,0,0
75539,US,KR,CRUDE,NAPHT,2939.34,0,0
14088,CN,KR,CHEM1,HEALT,2934.87,0,0
75535,US,KR,CRUDE,KEROS,2784.92,0,0
89546,WM,KR,GASDI,LANDT,2672.01,0,0
75538,US,KR,CRUDE,MOTOR,2567.3,0,0
89148,WM,KR,CRUDE,KERO1,2540.95,0,0
16406,CN,KR,RADIO,RADIO,2501.5,0,0
65963,RU,KR,CRUDE,GASDI,2391.55,0,0
75361,US,KR,CHEM1,PLAST,2321.6,0,0
14061,CN,KR,CHEM1,CHEM1,2290.76,0,0
16147,CN,KR,PLAST,RUBBE,2199.77,0,0
75835,US,KR,FOOD5,FOOD5,2085.79,0,0
90356,WM,KR,MOTOR,LANDT,2083.78,0,0
14423,CN,KR,ELECT,CONST,2057.1,0,0
15667,CN,KR,MOTO1,MOTO1,1988.29,0,0
14707,CN,KR,FOOD5,FOOD5,1978.58,0,0
14146,CN,KR,CHEM1,RUBBE,1945.76,0,0
81148,WA,KR,OFFIC,BUSIN,1935.46,0,0
86600,WL,KR,CEREA,FOOD5,1900.1,0,0
15877,CN,KR,OFFIC,BUSIN,1895.32,0,0
89157,WM,KR,CRUDE,REFI1,1885.2,0,0
14465,CN,KR,ELECT,MOTO1,1873.01,0,0
89572,WM,KR,GASDI,RAILW,1838.2,0,0
48370,JP,KR,CHEM1,PLAST,1813.68,0,0
14778,CN,KR,FURNI,FURNI,1812.8,0,0
14540,CN,KR,FABRI,CONST,1801.0,0,0
81153,WA,KR,OFFIC,COMPU,1783.16,0,0
80928,WA,KR,MOTOR,LANDT,1770.63,0,0
15882,CN,KR,OFFIC,COMPU,1746.18,0,0
14153,CN,KR,CHEM1,TEXTI,1671.18,0,0
75272,US,KR,CEREA,FOOD5,1657.56,0,0
86774,WL,KR,COPP1,COPP1,1648.17,0,0
77219,US,KR,PLAST,RUBBE,1606.7,0,0
75323,US,KR,CHEM1,HEALT,1562.22,0,0
76645,US,KR,MEATC,HOTEL,1538.41,0,0
1876,AU,KR,BITUM,LEAD1,1536.2,0,0
75533,US,KR,CRUDE,HEAVY,1529.96,0,0
78491,WA,KR,BASIC,CONST,1463.16,0,0
79699,WA,KR,GASDI,LANDT,1461.84,0,0
50857,JP,KR,SEACO,SEACO,1460.47,0,0
82419,WA,KR,TEXTI,TEXTI,1459.66,0,0
13984,CN,KR,CERAM,CONST,1364.85,0,0
13684,CN,KR,BASIC,FABRI,1360.62,0,0
1880,AU,KR,BITUM,PLAST,1344.08,0,0
82540,WA,KR,VEGET,FOOD5,1343.1,0,0
38639,ID,KR,BITUM,CEMEN,1328.9,0,0
79158,WA,KR,CRUDE,NAPHT,1316.86,0,0
14768,CN,KR,FURNI,EDUCA,1276.47,0,0
78480,WA,KR,BASIC,BASIC,1264.8,0,0
79154,WA,KR,CRUDE,KEROS,1247.67,0,0
32771,GB,KR,CRUDE,GASDI,1225.63,0,0
48334,JP,KR,CHEM1,HEALT,1220.43,0,0
75296,US,KR,CHEM1,CHEM1,1219.36,0,0
16645,CN,KR,RUBBE,RUBBE,1192.37,0,0
89150,WM,KR,CRUDE,LIQUE,1188.3,0,0
23779,DK,KR,SEACO,SEACO,1185.66,0,0
89920,WM,KR,KEROS,AIRTR,1173.14,0,0
48036,JP,KR,BASIC,FABRI,1158.92,0,0
79157,WA,KR,CRUDE,MOTOR,1150.18,0,0
16413,CN,KR,RADIO,RESEA,1114.93,0,0
82764,WA,KR,WOODW,WOODW,1111.34,0,0
84705,WF,KR,CRUDE,GASDI,1099.45,0,0
8233,BR,KR,CRUDE,GASDI,1095.39,0,0
82692,WA,KR,WOODW,FURNI,1094.32,0,0
65970,RU,KR,CRUDE,NAPHT,1063.1,0,0
75380,US,KR,CHEM1,RUBBE,1035.72,0,0
78058,US,KR,WHEAT,FOOD5,1018.22,0,0
65966,RU,KR,CRUDE,KEROS,1007.25,0,0
79723,WA,KR,GASDI,RAILW,1005.67,0,0
3427,AU,KR,PRECI,PREC1,997.61,0,0
14474,CN,KR,ELECT,OFFIC,989.01,0,0
15805,CN,KR,NONME,CONST,976.88,0,0
75970,US,KR,GASDI,LANDT,971.68,0,0
50191,JP,KR,PLAST,RUBBE,967.37,0,0
78000,US,KR,VEGET,FOOD5,954.69,0,0
48310,JP,KR,CHEM1,CHEM1,952.59,0,0
65969,RU,KR,CRUDE,MOTOR,928.54,0,0
14555,CN,KR,FABRI,FABRI,924.69,0,0
50735,JP,KR,RUBBE,RUBBE,918.57,0,0
66088,RU,KR,FISH5,FISH5,910.87,0,0
44096,IN,KR,MOTOR,LANDT,910.61,0,0
14144,CN,KR,CHEM1,RESEA,898.93,0,0
59133,NO,KR,CRUDE,GASDI,890.98,0,0
