trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,impact_intensity
72970,CA,US,CRUDE,RUBBE,32172.76,33076697119.312,6,6,1028096.34981
72950,CA,US,CRUDE,GASDI,32146.5,33049697280.27,6,6,1028096.286696
72958,CA,US,CRUDE,MOTOR,20263.16,20832480415.885,6,6,1028096.329293
72971,CA,US,CRUDE,SANDC,9967.07,10247110261.686,6,6,1028096.548101
72972,CA,US,CRUDE,STONE,9334.68,9596947167.722,6,6,1028095.999833
72955,CA,US,CRUDE,KEROS,9079.15,9334236981.79,6,6,1028095.910057
72956,CA,US,CRUDE,LIQUE,5092.4,5235479977.427,6,6,1028096.767227
72947,CA,US,CRUDE,CHEM1,3299.72,3392431883.676,6,6,1028096.894184
71913,CA,US,BASIC,FABRI,3846.07,3253559261.744,6,6,845943.849629
73230,CA,US,ELEC2,REALE,271.05,3110884436.8,6,6,11477160.807231
78242,CA,US,WOODW,CONST,6096.45,2983315159.709,6,6,489352.846281
75983,CA,US,NATUR,ELEC2,2928.25,2859145310.887,6,6,976400.68672
73123,CA,US,ELEC1,REALE,143.77,2643244384.521,6,6,18385229.07784
71900,CA,US,BASIC,CRUDE,3122.57,2641517930.87,6,6,845943.543578
77357,CA,US,RESEA,EDUCA,1525.06,2480325243.33,6,6,1626378.793838
72944,CA,US,CRUDE,BIOGA,2375.61,2442358888.545,6,6,1028097.578536
71877,CA,US,BASIC,BASIC,2758.64,2333649474.522,6,6,845942.01292
77577,CA,US,RUBBE,REALE,3787.28,2274062438.609,6,6,600447.402518
72952,CA,US,CRUDE,HEAVY,2062.18,2120117287.012,6,6,1028095.164831
71896,CA,US,BASIC,CONST,2460.54,2081477835.991,6,6,845943.506706
71713,CA,US,ALUM1,ALUM1,3581.85,2057596269.203,6,6,574450.70821
14288,CA,CN,PULP5,PAPER,2638.06,2007163784.751,6,6,760848.420715
13956,CA,CN,OILSE,PLAST,2200.99,1942000799.366,6,6,882330.587311
77918,CA,US,TRAN2,MOTO1,117.29,1790950372.989,6,6,15269420.862725
76740,CA,US,PFERT,PFERT,3600.01,1723548541.109,6,6,478762.153747
71737,CA,US,ALUM1,FABRI,2742.1,1575200480.52,6,6,574450.414106
75831,CA,US,MOTOR,LANDT,2586.83,1357435021.756,6,6,524748.445687
71765,CA,US,ALUM1,REALE,2331.89,1339553128.095,6,6,574449.535825
77517,CA,US,RUBBE,HEALT,2088.66,1254127739.923,6,6,600446.094588
74375,CA,US,FURNI,REALE,2483.1,1251878115.464,6,6,504159.363483
71968,CA,US,BASIC,REALE,1352.0,1143718230.68,6,6,845945.436893
44656,CA,JP,OILSE,FOOD5,1239.37,1093536049.773,6,6,882332.192786
74192,CA,US,FOOD5,HOTEL,3518.94,1090539403.855,6,6,309905.654502
77916,CA,US,TRAN2,MACHI,66.52,1015763255.257,6,6,15270042.923286
72945,CA,US,CRUDE,BITU1,984.73,1012401648.976,6,6,1028100.747389
74181,CA,US,FOOD5,CHEM1,3128.31,969479971.066,6,6,309905.339006
12100,CA,CN,CEREA,FOOD5,1557.69,925817065.947,6,6,594352.57718
72957,CA,US,CRUDE,LUBRI,890.79,915821003.498,6,6,1028099.78053
74976,CA,US,KEROS,AIRTR,1740.79,914614982.302,6,6,525402.249727
77078,CA,US,PULP5,PAPER,1157.2,880451815.522,6,6,760846.712342
72340,CA,US,CATTL,MEATC,1269.12,835433597.859,6,6,658277.860139
74461,CA,US,GASDI,LANDT,1595.94,834915332.485,6,6,523149.574849
77472,CA,US,RUBBE,BUSIN,1387.71,833247378.798,6,6,600447.772804
76602,CA,US,PAPER,PAPER,1903.03,803060000.687,6,6,421990.194945
78311,CA,US,WOODW,REALE,1627.06,796206312.064,6,6,489352.766379
71739,CA,US,ALUM1,FOUND,1364.8,784008132.464,6,6,574449.100574
72553,CA,US,CHEM1,HEALT,1603.31,779545906.468,6,6,486210.343894
77917,CA,US,TRAN2,MEDIC,51.02,778979398.286,6,6,15268118.351352
72968,CA,US,CRUDE,REFI1,730.44,750957658.179,6,6,1028089.450439
75741,CA,US,MOTO1,SALEM,3096.34,747191155.835,6,6,241314.311683
44663,CA,JP,OILSE,VEGE1,828.21,730755921.739,6,6,882331.681263
76748,CA,US,PFERT,REALE,1481.33,709203259.124,6,6,478761.153237
93748,CA,WL,WHEAT,FOOD5,1054.92,707284477.555,6,6,670462.667837
81694,CA,WA,OILSE,VEGE1,800.25,706083003.258,6,6,882328.026564
74185,CA,US,FOOD5,EDUCA,2255.06,698855599.732,6,6,309905.545632
77528,CA,US,RUBBE,LANDT,1147.82,689204892.239,6,6,600446.840305
72966,CA,US,CRUDE,PETRO,634.09,651901492.257,6,6,1028089.84885
77490,CA,US,RUBBE,EDUCA,1062.29,637848933.844,6,6,600447.084924
73910,CA,US,FABRI,CONST,2028.98,628567721.73,6,6,309794.932296
76622,CA,US,PAPER,RETA1,1472.8,621508578.676,6,6,421991.158797
75456,CA,US,MEATC,HEALT,1034.16,592710661.67,6,6,573132.456941
77483,CA,US,RUBBE,CONST,972.18,583741848.623,6,6,600446.263679
72851,CA,US,COPP1,COPP1,1785.26,566203570.11,6,6,317154.683413
72959,CA,US,CRUDE,NAPHT,541.36,556571965.838,6,6,1028099.537901
77581,CA,US,RUBBE,RESEA,899.5,540101380.317,6,6,600446.226033
77343,CA,US,RESEA,BUSIN,326.93,531720441.049,6,6,1626404.554642
73913,CA,US,FABRI,CRUDE,1708.48,529279429.45,6,6,309795.507966
71716,CA,US,ALUM1,BEVER,881.62,506445231.601,6,6,574448.43765
50997,CA,MX,OILSE,FOOD5,572.53,505159678.031,6,6,882328.747893
75649,CA,US,MOTO1,EDUCA,2060.17,497148390.006,6,6,241314.255623
74191,CA,US,FOOD5,HEALT,1592.44,493504700.102,6,6,309904.737448
77225,CA,US,RAILW,LANDT,338.13,471652406.133,6,6,1394884.825756
74427,CA,US,GASDI,CONST,898.5,470050093.106,6,6,523149.797558
13540,CA,CN,MEATP,MEATP,1270.28,465498336.312,6,6,366453.33022
73642,CA,US,ELEC6,REALE,17.11,460094810.295,5,5,26890403.874635
77912,CA,US,TRAN2,ELECT,29.59,451848289.463,5,5,15270303.80071
74188,CA,US,FOOD5,FOOD5,1454.38,450719247.353,6,6,309904.734219
22625,CA,ES,CRUDE,GASDI,430.71,442809008.737,6,6,1028090.84706
71886,CA,US,BASIC,BUSIN,522.57,442060412.763,6,6,845935.305821
75688,CA,US,MOTO1,LANDT,1752.51,422905532.193,6,6,241314.190614
75457,CA,US,MEATC,HOTEL,731.08,419002779.089,6,6,573128.493583
75701,CA,US,MOTO1,MOTO1,1731.99,417953356.058,6,6,241313.954502
75977,CA,US,NATUR,DIST1,425.19,415153850.945,6,6,976396.083974
74174,CA,US,FOOD5,BEVER,1303.85,404069577.353,6,6,309904.956362
75109,CA,US,LEAD1,BASIC,721.84,398382411.723,6,6,551898.497898
45559,CA,JP,WHEAT,FOOD5,593.15,397687980.325,6,6,670467.808017
75158,CA,US,LEAD1,WHOLE,716.29,395320622.359,6,6,551900.239231
74504,CA,US,GASDI,RAILW,747.98,391307529.188,6,6,523152.396037
72140,CA,US,BITU1,CONST,725.44,379215179.412,6,6,522738.171885
13968,CA,CN,OILSE,TEXTI,428.79,378331497.333,6,6,882323.508788
77962,CA,US,TRANS,RAILW,1092.7,369759421.035,6,6,338390.611362
74133,CA,US,FISH5,HOTEL,1324.14,359401168.185,6,6,271422.333126
77978,CA,US,TRANS,TRANS,1061.82,359307737.787,6,6,338388.557182
77486,CA,US,RUBBE,CRUDE,595.04,357291084.485,6,6,600448.851313
75966,CA,US,NATUR,CHEM1,354.71,346337685.444,6,6,976396.733794
36643,CA,ID,WHEAT,FOOD5,506.21,339394007.877,6,6,670460.891482
78265,CA,US,WOODW,HOTEL,693.24,339240746.396,6,6,489355.412838
77888,CA,US,TEXTI,RETA1,1121.4,336690602.867,6,6,300241.308068
73173,CA,US,ELEC2,EDUCA,29.32,336493158.679,5,5,11476574.306924
76646,CA,US,PAPER,WHOLE,791.93,334189195.544,6,6,421993.352372
15023,CA,CN,WHEAT,FOOD5,495.6,332280984.786,6,6,670462.035484
13948,CA,CN,OILSE,HOTEL,369.48,326005390.283,6,6,882335.68876
71966,CA,US,BASIC,RAILW,384.55,325309948.255,6,6,845949.676908
72963,CA,US,CRUDE,NONSP,316.06,324942251.709,6,6,1028103.055461
74129,CA,US,FISH5,EDUCA,1193.32,323892036.092,6,6,271420.939976
76076,CA,US,NATUR,TRAN2,327.64,319911003.979,6,6,976410.096383
76783,CA,US,PIGS9,MEATP,889.77,317036490.835,6,6,356312.85707
72518,CA,US,CHEM1,CHEM1,650.15,316106975.061,6,6,486206.221735
73234,CA,US,ELEC2,RETA1,27.42,314673260.977,5,5,11476048.905069
78019,CA,US,VEGET,CHEM1,929.19,314244108.769,6,6,338191.444989
