trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,employment,land,material,water,impact_intensity
1618397,IT,DE,BASIC,BASIC,1271.35,898300014.487,7,7,898298707.387,27.0,388.0,846.0,46.1,706571.765829
1769490,IT,WM,BASIC,CONST,663.3,468669348.671,7,7,468668666.619,14.0,203.0,441.0,24.052,706572.212681
1619244,IT,DE,MOTO1,MOTO1,2448.81,411686480.747,7,7,411685279.317,51.0,511.0,617.0,22.43,168116.955071
1618404,IT,DE,BASIC,FABRI,557.02,393571884.002,7,7,393571310.804,12.0,170.0,371.0,20.198,706566.880906
1762248,IT,WF,KEROS,AIRTR,546.19,367827523.969,7,7,367827055.389,13.0,138.0,298.0,19.58,673442.435726
1619034,IT,DE,MACHI,MACHI,1644.58,252698591.104,7,7,252697826.007,32.0,286.0,429.0,18.097,153655.39597
1703496,IT,US,TRANS,TRANS,1333.71,230328289.932,7,7,230327517.313,26.0,265.0,470.0,11.619,172697.430425
1618405,IT,DE,BASIC,MACHI,315.22,222727565.073,7,7,222727240.643,7.0,96.0,210.0,11.43,706578.151999
1748602,IT,WA,BASIC,BASIC,291.01,205622108.819,7,7,205621809.267,6.0,89.0,194.0,10.552,706580.903814
1623724,IT,DK,SEACO,SEACO,207.97,205592564.109,7,7,205592431.611,4.0,44.0,82.0,2.498,988568.370962
1620494,IT,DE,SEACO,SEACO,206.06,203700513.929,7,7,203700381.454,4.0,44.0,82.0,2.475,988549.519213
1680698,IT,PL,BASIC,FABRI,278.51,196783521.527,7,7,196783235.428,6.0,85.0,185.0,10.099,706558.190108
1763417,IT,WF,BASIC,CONST,277.76,196253492.898,7,7,196253206.826,6.0,85.0,185.0,10.072,706557.794132
1635020,IT,FR,BASIC,CONST,275.91,194952903.598,7,7,194952619.593,6.0,84.0,184.0,10.005,706581.507006
1732396,IT,CH,BASIC,FABRI,272.83,192770865.622,7,7,192770584.729,6.0,83.0,182.0,9.893,706560.369541
1648753,IT,IE,CHEM1,CHEM1,636.52,192278638.808,7,7,192277993.011,13.0,262.0,359.0,11.797,302077.921837
1619039,IT,DE,MACHI,MOTO1,1218.49,187227694.696,7,7,187227128.288,23.0,212.0,318.0,13.408,153655.503694
1618148,IT,DE,CERAM,CONST,324.67,178500170.382,7,7,178498952.852,6.0,76.0,1128.0,7.53,549789.541325
1634841,IT,FR,CERAM,CONST,321.28,176633844.067,7,7,176632639.616,6.0,75.0,1116.0,7.451,549781.636165
1757885,IT,WE,KEROS,AIRTR,260.29,175287299.528,7,7,175287076.197,6.0,66.0,142.0,9.331,673430.786922
1635012,IT,FR,BASIC,FABRI,246.82,174392137.221,7,7,174391884.271,5.0,75.0,164.0,8.95,706555.940446
1635014,IT,FR,BASIC,OFFIC,244.98,173095808.473,7,7,173095556.59,5.0,75.0,163.0,8.883,706571.183252
1732515,IT,CH,PREC1,CONST,487.72,170414594.83,7,7,170413705.945,10.0,384.0,488.0,6.885,349410.716866
1736010,IT,TR,COKEO,VEGE1,9.61,168943750.291,6,6,168943744.127,0.0,2.0,4.0,0.164,17579994.827367
