trade_id,industry_imports_total,source_share,import_intensity,supplier_count,import_concentration_hhi
79683,5547.62,0.872124,0.023509,45,0.764578
80295,32768.67,0.123073,0.138864,48,0.032256
80892,5466.06,0.727003,0.023163,48,0.540568
80606,5891.22,0.499518,0.024965,48,0.269164
79677,3321.57,0.872253,0.014076,44,0.764806
79090,29269.2,0.093312,0.124034,48,0.029894
79680,2635.69,0.869381,0.011169,42,0.759781
75775,29269.2,0.075725,0.124034,48,0.029894
81644,5628.43,0.358924,0.023852,48,0.149025
81612,32768.67,0.061468,0.138864,48,0.032256
12230,32768.67,0.055849,0.138864,48,0.032256
80283,11695.35,0.145111,0.049561,48,0.051307
79797,32768.67,0.049142,0.138864,48,0.032256
79974,29269.2,0.054964,0.124034,48,0.029894
80993,15858.48,0.092684,0.067203,48,0.022734
41443,29269.2,0.047947,0.124034,48,0.029894
14538,29269.2,0.047241,0.124034,48,0.029894
75092,29269.2,0.046987,0.124034,48,0.029894
83514,11695.35,0.11611,0.049561,48,0.051307
80911,3264.5,0.367493,0.013834,48,0.148103
91775,11695.35,0.102329,0.049561,48,0.051307
80339,10330.17,0.11444,0.043776,48,0.037508
78809,32768.67,0.035124,0.138864,48,0.032256
79006,6259.22,0.179487,0.026525,48,0.047775
79015,32768.67,0.033749,0.138864,48,0.032256
79682,1256.4,0.872867,0.005324,34,0.765883
81682,15858.48,0.066999,0.067203,48,0.022734
12106,32768.67,0.031163,0.138864,48,0.032256
31090,29269.2,0.034584,0.124034,48,0.029894
14473,32768.67,0.027751,0.138864,48,0.032256
81629,8353.61,0.107083,0.0354,48,0.027085
83251,29269.2,0.029696,0.124034,48,0.029894
32840,10330.17,0.081229,0.043776,48,0.037508
80581,10330.17,0.077517,0.043776,48,0.037508
79085,15858.48,0.04976,0.067203,48,0.022734
12597,7465.43,0.102018,0.031636,48,0.025225
80299,3797.69,0.172771,0.016093,48,0.046316
84248,32768.67,0.018776,0.138864,48,0.032256
79131,32768.67,0.017633,0.138864,48,0.032256
84209,29269.2,0.019719,0.124034,48,0.029894
83189,32768.67,0.017444,0.138864,48,0.032256
75010,6259.22,0.09038,0.026525,48,0.047775
75019,32768.67,0.016994,0.138864,48,0.032256
91857,1305.69,0.409347,0.005533,48,0.209144
80866,29269.2,0.018075,0.124034,48,0.029894
77739,29269.2,0.01805,0.124034,48,0.029894
80323,5628.43,0.093664,0.023852,48,0.149025
80386,2111.23,0.245591,0.008947,48,0.140097
75734,3602.68,0.143418,0.015267,48,0.048051
83574,10330.17,0.048784,0.043776,48,0.037508
15250,32768.67,0.015164,0.138864,48,0.032256
21699,10330.17,0.048072,0.043776,48,0.037508
79014,3001.99,0.164214,0.012722,48,0.04708
91855,2111.23,0.220303,0.008947,48,0.140097
32870,5891.22,0.0772,0.024965,48,0.269164
58026,29269.2,0.015521,0.124034,48,0.029894
14847,15858.48,0.028643,0.067203,48,0.022734
78862,29269.2,0.01545,0.124034,48,0.029894
79653,1151.39,0.392621,0.004879,48,0.16974
79004,11695.35,0.038578,0.049561,48,0.051307
81536,1629.83,0.270593,0.006907,48,0.091697
51338,32768.67,0.013295,0.138864,48,0.032256
30532,29269.2,0.01474,0.124034,48,0.029894
79510,32768.67,0.013091,0.138864,48,0.032256
80705,15858.48,0.026979,0.067203,48,0.022734
12579,4590.09,0.091375,0.019451,48,0.018741
54364,29269.2,0.014005,0.124034,48,0.029894
75087,15858.48,0.025057,0.067203,48,0.022734
80655,8353.61,0.047368,0.0354,48,0.027085
13061,5466.06,0.071479,0.023163,48,0.540568
83442,10330.17,0.03707,0.043776,48,0.037508
89996,32768.67,0.011509,0.138864,48,0.032256
80308,8353.61,0.044994,0.0354,48,0.027085
79935,3602.68,0.104098,0.015267,48,0.048051
80364,1025.9,0.363301,0.004347,48,0.143851
11273,32768.67,0.011307,0.138864,48,0.032256
15125,29269.2,0.012552,0.124034,48,0.029894
79063,10330.17,0.035407,0.043776,48,0.037508
13689,8353.61,0.043767,0.0354,48,0.027085
80951,7465.43,0.04884,0.031636,48,0.025225
42985,5466.06,0.066657,0.023163,48,0.540568
15077,7465.43,0.04856,0.031636,48,0.025225
79092,6183.25,0.057923,0.026203,48,0.014371
12893,5891.22,0.059624,0.024965,48,0.269164
80957,5628.43,0.062303,0.023852,48,0.149025
77682,32768.67,0.010603,0.138864,48,0.032256
13739,15858.48,0.021865,0.067203,48,0.022734
